player-avg-tackle-points_player_name,player-successful-raids_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-super-raids_player_name,high-5s_player_name,player-tackle-points_player_name,player-successful-tackles_player_name,player-super-tackles_player_name,player-dod-raid-points_player_name,player-avg-tackle-points_match_played,player-successful-raids_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-super-raids_match_played,high-5s_match_played,player-tackle-points_match_played,player-successful-tackles_match_played,player-super-tackles_match_played,player-dod-raid-points_match_played,player-avg-tackle-points_position_name,player-successful-raids_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-super-raids_position_name,high-5s_position_name,player-tackle-points_position_name,player-successful-tackles_position_name,player-super-tackles_position_name,player-dod-raid-points_position_name,player-avg-tackle-points_team,player-successful-raids_team,player-total-points_team,super-10s_team,player-raid-points_team,player-super-raids_team,high-5s_team,player-tackle-points_team,player-successful-tackles_team,player-super-tackles_team,player-dod-raid-points_team,player-avg-tackle-points_team_name,player-successful-raids_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-super-raids_team_name,high-5s_team_name,player-tackle-points_team_name,player-successful-tackles_team_name,player-super-tackles_team_name,player-dod-raid-points_team_name,player-avg-tackle-points_team_full_name,player-successful-raids_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-super-raids_team_full_name,high-5s_team_full_name,player-tackle-points_team_full_name,player-successful-tackles_team_full_name,player-super-tackles_team_full_name,player-dod-raid-points_team_full_name,player-avg-tackle-points_rank,player-successful-raids_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-super-raids_rank,high-5s_rank,player-tackle-points_rank,player-successful-tackles_rank,player-super-tackles_rank,player-dod-raid-points_rank,player-avg-tackle-points_value,player-successful-raids_value,player-total-points_value,super-10s_value,player-raid-points_value,player-super-raids_value,high-5s_value,player-tackle-points_value,player-successful-tackles_value,player-super-tackles_value,player-dod-raid-points_value,player-avg-tackle-points_points_per_match,player-successful-raids_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-super-raids_points_per_match,high-5s_points_per_match,player-tackle-points_points_per_match,player-successful-tackles_points_per_match,player-super-tackles_points_per_match,player-dod-raid-points_points_per_match,player-avg-tackle-points_team_id,player-successful-raids_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-super-raids_team_id,high-5s_team_id,player-tackle-points_team_id,player-successful-tackles_team_id,player-super-tackles_team_id,player-dod-raid-points_team_id,player-avg-tackle-points_position_id,player-successful-raids_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-super-raids_position_id,high-5s_position_id,player-tackle-points_position_id,player-successful-tackles_position_id,player-super-tackles_position_id,player-dod-raid-points_position_id
Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,Nilesh Salunke,21.0,21.0,21,21.0,21.0,21.0,,21.0,21.0,21.0,21.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,117.0,17.0,16,13.0,16.0,19.0,,86.0,95.0,38.0,21.0,0.33,78.0,105,3.0,98.0,2.0,,7.0,5.0,2.0,22.0,0.0157142857142857,3.7142857142857144,5.0,0.1428571428571428,4.666666666666667,0.0952380952380952,,0.3333333333333333,0.238095238095238,0.0952380952380952,1.0476190476190477,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
Abolfazel Maghsodlo,Abolfazel Maghsodlo,Abolfazel Maghsodlo,,Abolfazel Maghsodlo,,,Abolfazel Maghsodlo,Abolfazel Maghsodlo,Abolfazel Maghsodlo,Abolfazel Maghsodlo,19.0,19.0,19,,19.0,,,19.0,19.0,19.0,19.0,Raider,Raider,Raider,,Raider,,,Raider,Raider,Raider,Raider,,,,,,,,,,,,DEL,DEL,DEL,,DEL,,,DEL,DEL,DEL,DEL,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,123.0,18.0,19,,18.0,,,92.0,92.0,85.0,17.0,0.32,77.0,97,,91.0,,,6.0,5.0,1.0,26.0,0.0168421052631578,4.052631578947368,5.105263157894737,,4.7894736842105265,,,0.3157894736842105,0.2631578947368421,0.0526315789473684,1.368421052631579,2.0,2.0,2,,2.0,,,2.0,2.0,2.0,2.0,8.0,8.0,8,,8.0,,,8.0,8.0,8.0,8.0
Hadi Tajik,Hadi Tajik,Hadi Tajik,,Hadi Tajik,,,Hadi Tajik,Hadi Tajik,,Hadi Tajik,9.0,9.0,9,,9.0,,,9.0,9.0,,9.0,Defender,Defender,Defender,,Defender,,,Defender,Defender,,Defender,,,,,,,,,,,,U.P.,U.P.,U.P.,,U.P.,,,U.P.,U.P.,,U.P.,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,96.0,93.0,126,,87.0,,,100.0,93.0,,86.0,0.56,2.0,9,,4.0,,,5.0,5.0,,1.0,0.0622222222222222,0.2222222222222222,1.0,,0.4444444444444444,,,0.5555555555555556,0.5555555555555556,,0.1111111111111111,30.0,30.0,30,,30.0,,,30.0,30.0,,30.0,9.0,9.0,9,,9.0,,,9.0,9.0,,9.0
Anil Kumar,,Anil Kumar,,,,,Anil Kumar,Anil Kumar,,,5.0,,5,,,,,5.0,5.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,CHE,,CHE,,,,,CHE,CHE,,,Tamil Thalaivas,,Tamil Thalaivas,,,,,Tamil Thalaivas,Tamil Thalaivas,,,133.0,,178,,,,,137.0,137.0,,,0.2,,1,,,,,1.0,1.0,,,0.04,,0.2,,,,,0.2,0.2,,,29.0,,29,,,,,29.0,29.0,,,9.0,,9,,,,,9.0,9.0,,
,Virender Singh,Virender Singh,,Virender Singh,Virender Singh,,,,,Virender Singh,,3.0,3,,3.0,3.0,,,,,3.0,,Raider,Raider,,Raider,Raider,,,,,Raider,,,,,,,,,,,,,KOL,KOL,,KOL,KOL,,,,,KOL,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,Bengal Warriors,,,,,Bengal Warriors,,87.0,129,,74.0,37.0,,,,,56.0,,3.0,8,,8.0,1.0,,,,,5.0,,1.0,2.6666666666666665,,2.6666666666666665,0.3333333333333333,,,,,1.6666666666666667,,4.0,4,,4.0,4.0,,,,,4.0,,8.0,8,,8.0,8.0,,,,,8.0
Pawan Sehrawat,Pawan Sehrawat,Pawan Sehrawat,,Pawan Sehrawat,,,Pawan Sehrawat,Pawan Sehrawat,,Pawan Sehrawat,9.0,9.0,9,,9.0,,,9.0,9.0,,9.0,Raider,Raider,Raider,,Raider,,,Raider,Raider,,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,,GUJ,,,GUJ,GUJ,,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,144.0,75.0,125,,71.0,,,145.0,145.0,,62.0,0.11,5.0,10,,9.0,,,1.0,1.0,,3.0,0.0122222222222222,0.5555555555555556,1.1111111111111112,,1.0,,,0.1111111111111111,0.1111111111111111,,0.3333333333333333,31.0,31.0,31,,31.0,,,31.0,31.0,,31.0,8.0,8.0,8,,8.0,,,8.0,8.0,,8.0
Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,,Nitin Tomar,Nitin Tomar,Nitin Tomar,Nitin Tomar,20.0,20.0,20,20.0,20.0,20.0,,20.0,20.0,20.0,20.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,U.P.,U.P.,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,102.0,7.0,8,9.0,8.0,4.0,,72.0,71.0,84.0,19.0,0.5,135.0,177,7.0,167.0,7.0,,10.0,9.0,1.0,23.0,0.025,6.75,8.85,0.35,8.35,0.35,,0.5,0.45,0.05,1.15,30.0,30.0,30,30.0,30.0,30.0,,30.0,30.0,30.0,30.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
Surjeet Singh,Surjeet Singh,Surjeet Singh,,Surjeet Singh,,Surjeet Singh,Surjeet Singh,Surjeet Singh,Surjeet Singh,,24.0,24.0,24,,24.0,,24.0,24.0,24.0,24.0,,Defender,Defender,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,KOL,KOL,KOL,,KOL,,KOL,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,3.0,88.0,28,,92.0,,2.0,2.0,2.0,15.0,,3.17,3.0,79,,3.0,,9.0,76.0,72.0,4.0,,0.1320833333333333,0.125,3.2916666666666665,,0.125,,0.375,3.1666666666666665,3.0,0.1666666666666666,,4.0,4.0,4,,4.0,,4.0,4.0,4.0,4.0,,9.0,9.0,9,,9.0,,9.0,9.0,9.0,9.0,
Darshan Kadian,Darshan Kadian,Darshan Kadian,,Darshan Kadian,Darshan Kadian,,Darshan Kadian,Darshan Kadian,Darshan Kadian,Darshan Kadian,16.0,16.0,16,,16.0,16.0,,16.0,16.0,16.0,16.0,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,MUM,MUM,MUM,,MUM,MUM,,MUM,MUM,MUM,MUM,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,103.0,44.0,63,,42.0,35.0,,87.0,100.0,22.0,38.0,0.44,24.0,40,,33.0,1.0,,7.0,4.0,3.0,10.0,0.0275,1.5,2.5,,2.0625,0.0625,,0.4375,0.25,0.1875,0.625,5.0,5.0,5,,5.0,5.0,,5.0,5.0,5.0,5.0,8.0,8.0,8,,8.0,8.0,,8.0,8.0,8.0,8.0
Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,22.0,22.0,22,22.0,22.0,22.0,,22.0,22.0,22.0,22.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,BLR,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,97.0,2.0,2,2.0,2.0,33.0,,66.0,65.0,86.0,8.0,0.55,192.0,231,12.0,219.0,1.0,,12.0,11.0,1.0,36.0,0.025,8.727272727272727,10.5,0.5454545454545454,9.954545454545457,0.0454545454545454,,0.5454545454545454,0.5,0.0454545454545454,1.6363636363636365,1.0,1.0,1,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
Sagar Krishna,Sagar Krishna,Sagar Krishna,,Sagar Krishna,,Sagar Krishna,Sagar Krishna,Sagar Krishna,Sagar Krishna,,17.0,17.0,17,,17.0,,17.0,17.0,17.0,17.0,,All Rounder,All Rounder,All Rounder,,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,U.P.,U.P.,U.P.,,U.P.,,U.P.,U.P.,U.P.,U.P.,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,26.0,105.0,73,,116.0,,14.0,27.0,28.0,24.0,,1.88,1.0,33,,1.0,,3.0,32.0,29.0,3.0,,0.1105882352941176,0.0588235294117647,1.9411764705882353,,0.0588235294117647,,0.1764705882352941,1.8823529411764703,1.7058823529411764,0.1764705882352941,,30.0,30.0,30,,30.0,,30.0,30.0,30.0,30.0,,0.0,0.0,0,,0.0,,0.0,0.0,0.0,0.0,
Parvesh Bhainswal,,Parvesh Bhainswal,,,,Parvesh Bhainswal,Parvesh Bhainswal,Parvesh Bhainswal,Parvesh Bhainswal,,24.0,,24,,,,24.0,24.0,24.0,24.0,,Defender,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,GUJ,,GUJ,,,,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,22.0,,53,,,,19.0,15.0,17.0,12.0,,2.0,,48,,,,2.0,48.0,44.0,4.0,,0.0833333333333333,,2.0,,,,0.0833333333333333,2.0,1.8333333333333333,0.1666666666666666,,31.0,,31,,,,31.0,31.0,31.0,31.0,,9.0,,9,,,,9.0,9.0,9.0,9.0,
Sanket Chavan,,Sanket Chavan,,,,,Sanket Chavan,Sanket Chavan,,,7.0,,7,,,,,7.0,7.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,CHE,,CHE,,,,,CHE,CHE,,,Tamil Thalaivas,,Tamil Thalaivas,,,,,Tamil Thalaivas,Tamil Thalaivas,,,95.0,,151,,,,,108.0,101.0,,,0.57,,4,,,,,4.0,4.0,,,0.0814285714285714,,0.5714285714285714,,,,,0.5714285714285714,0.5714285714285714,,,29.0,,29,,,,,29.0,29.0,,,9.0,,9,,,,,9.0,9.0,,
Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,,Akshay Jadhav,,Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,Akshay Jadhav,10.0,10.0,10,,10.0,,10.0,10.0,10.0,10.0,10.0,Raider,Raider,Raider,,Raider,,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,PUN,PUN,PUN,,PUN,,PUN,PUN,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,57.0,65.0,102,,69.0,,31.0,65.0,70.0,37.0,59.0,1.2,9.0,21,,9.0,,1.0,12.0,10.0,2.0,4.0,0.12,0.9,2.1,,0.9,,0.1,1.2,1.0,0.2,0.4,7.0,7.0,7,,7.0,,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8,,8.0,,8.0,8.0,8.0,8.0,8.0
,Vikash Kandola,Vikash Kandola,,Vikash Kandola,Vikash Kandola,,,,,Vikash Kandola,,9.0,9,,9.0,9.0,,,,,9.0,,Raider,Raider,,Raider,Raider,,,,,Raider,,,,,,,,,,,,,HAR,HAR,,HAR,HAR,,,,,HAR,,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,,,,,Haryana Steelers,,33.0,47,,33.0,34.0,,,,,29.0,,44.0,58,,58.0,1.0,,,,,16.0,,4.888888888888889,6.444444444444445,,6.444444444444445,0.1111111111111111,,,,,1.7777777777777777,,28.0,28,,28.0,28.0,,,,,28.0,,8.0,8,,8.0,8.0,,,,,8.0
Sunil Kumar,Sunil Kumar,Sunil Kumar,,Sunil Kumar,,Sunil Kumar,Sunil Kumar,Sunil Kumar,Sunil Kumar,,24.0,24.0,24,,24.0,,24.0,24.0,24.0,24.0,,Defender,Defender,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,GUJ,GUJ,GUJ,,GUJ,,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,16.0,107.0,45,,110.0,,10.0,10.0,9.0,39.0,,2.38,1.0,58,,1.0,,3.0,57.0,55.0,2.0,,0.0991666666666666,0.0416666666666666,2.4166666666666665,,0.0416666666666666,,0.125,2.375,2.2916666666666665,0.0833333333333333,,31.0,31.0,31,,31.0,,31.0,31.0,31.0,31.0,,9.0,9.0,9,,9.0,,9.0,9.0,9.0,9.0,
Anil Kumar,,Anil Kumar,,,,,Anil Kumar,Anil Kumar,,,5.0,,5,,,,,5.0,5.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,CHE,,CHE,,,,,CHE,CHE,,,Tamil Thalaivas,,Tamil Thalaivas,,,,,Tamil Thalaivas,Tamil Thalaivas,,,109.0,,167,,,,,132.0,130.0,,,0.4,,2,,,,,2.0,2.0,,,0.08,,0.4,,,,,0.4,0.4,,,29.0,,29,,,,,29.0,29.0,,,9.0,,9,,,,,9.0,9.0,,
Vinod Kumar,Vinod Kumar,Vinod Kumar,,Vinod Kumar,,,Vinod Kumar,Vinod Kumar,,Vinod Kumar,19.0,19.0,19,,19.0,,,19.0,19.0,,19.0,Raider,Raider,Raider,,Raider,,,Raider,Raider,,Raider,,,,,,,,,,,,KOL,KOL,KOL,,KOL,,,KOL,KOL,,KOL,Bengal Warriors,Bengal Warriors,Bengal Warriors,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,Bengal Warriors,104.0,41.0,61,,44.0,,,80.0,79.0,,26.0,0.42,27.0,41,,33.0,,,8.0,8.0,,18.0,0.0221052631578947,1.4210526315789471,2.1578947368421053,,1.736842105263158,,,0.4210526315789473,0.4210526315789473,,0.9473684210526316,4.0,4.0,4,,4.0,,,4.0,4.0,,4.0,8.0,8.0,8,,8.0,,,8.0,8.0,,8.0
Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,,Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,26.0,26.0,26,26.0,26.0,26.0,,26.0,26.0,26.0,26.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,,PAT,PAT,PAT,PAT,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,105.0,5.0,4,4.0,4.0,7.0,,71.0,69.0,63.0,2.0,0.42,159.0,202,9.0,191.0,4.0,,11.0,10.0,1.0,45.0,0.0161538461538461,6.115384615384615,7.769230769230769,0.3461538461538461,7.346153846153846,0.1538461538461538,,0.4230769230769231,0.3846153846153846,0.0384615384615384,1.7307692307692308,6.0,6.0,6,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
,Ajay Kumar,Ajay Kumar,Ajay Kumar,Ajay Kumar,Ajay Kumar,,,,,Ajay Kumar,,22.0,22,22.0,22.0,22.0,,,,,22.0,,Raider,Raider,Raider,Raider,Raider,,,,,Raider,,,,,,,,,,,,,BLR,BLR,BLR,BLR,BLR,,,,,BLR,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,,,Bengaluru Bulls,,22.0,22,20.0,20.0,28.0,,,,,4.0,,70.0,89,2.0,89.0,2.0,,,,,39.0,,3.1818181818181817,4.045454545454546,0.0909090909090909,4.045454545454546,0.0909090909090909,,,,,1.7727272727272727,,1.0,1,1.0,1.0,1.0,,,,,1.0,,8.0,8,8.0,8.0,8.0,,,,,8.0
Jawahar,Jawahar,Jawahar,,Jawahar,,,Jawahar,Jawahar,Jawahar,Jawahar,18.0,18.0,18,,18.0,,,18.0,18.0,18.0,18.0,All Rounder,All Rounder,All Rounder,,All Rounder,,,All Rounder,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,PAT,PAT,PAT,,PAT,,,PAT,PAT,PAT,PAT,Patna Pirates,Patna Pirates,Patna Pirates,,Patna Pirates,,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,32.0,85.0,72,,79.0,,,32.0,31.0,23.0,87.0,1.61,3.0,35,,6.0,,,29.0,26.0,3.0,1.0,0.0894444444444444,0.1666666666666666,1.9444444444444444,,0.3333333333333333,,,1.6111111111111112,1.4444444444444444,0.1666666666666666,0.0555555555555555,6.0,6.0,6,,6.0,,,6.0,6.0,6.0,6.0,0.0,0.0,0,,0.0,,,0.0,0.0,0.0,0.0
Kuldeep (392) ,,Kuldeep (392) ,,,,,Kuldeep (392) ,Kuldeep (392) ,,,5.0,,5,,,,,5.0,5.0,,,Raider,,Raider,,,,,Raider,Raider,,,,,,,,,,,,,,KOL,,KOL,,,,,KOL,KOL,,,Bengal Warriors,,Bengal Warriors,,,,,Bengal Warriors,Bengal Warriors,,,111.0,,169,,,,,120.0,117.0,,,0.4,,2,,,,,2.0,2.0,,,0.08,,0.4,,,,,0.4,0.4,,,4.0,,4,,,,,4.0,4.0,,,8.0,,8,,,,,8.0,8.0,,
Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,,Farhad Milaghardan,,,Farhad Milaghardan,Farhad Milaghardan,,Farhad Milaghardan,18.0,18.0,18,,18.0,,,18.0,18.0,,18.0,Defender,Defender,Defender,,Defender,,,Defender,Defender,,Defender,,,,,,,,,,,,HYD,HYD,HYD,,HYD,,,HYD,HYD,,HYD,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,,,Telugu Titans,Telugu Titans,,Telugu Titans,56.0,74.0,85,,77.0,,,42.0,40.0,,74.0,1.22,5.0,28,,6.0,,,22.0,22.0,,1.0,0.0677777777777777,0.2777777777777778,1.5555555555555556,,0.3333333333333333,,,1.2222222222222223,1.2222222222222223,,0.0555555555555555,8.0,8.0,8,,8.0,,,8.0,8.0,,8.0,9.0,9.0,9,,9.0,,,9.0,9.0,,9.0
Abozar Mighani,,Abozar Mighani,,Abozar Mighani,,Abozar Mighani,Abozar Mighani,Abozar Mighani,Abozar Mighani,,24.0,,24,,24.0,,24.0,24.0,24.0,24.0,,Defender,,Defender,,Defender,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,GUJ,,GUJ,,GUJ,,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,9.0,,38,,118.0,,21.0,5.0,5.0,34.0,,2.71,,66,,1.0,,2.0,65.0,63.0,2.0,,0.1129166666666666,,2.75,,0.0416666666666666,,0.0833333333333333,2.7083333333333335,2.625,0.0833333333333333,,31.0,,31,,31.0,,31.0,31.0,31.0,31.0,,9.0,,9,,9.0,,9.0,9.0,9.0,9.0,
,Yong Joo Ok,Yong Joo Ok,,Yong Joo Ok,,,,,,Yong Joo Ok,,1.0,1,,1.0,,,,,,1.0,,All Rounder,All Rounder,,All Rounder,,,,,,All Rounder,,,,,,,,,,,,,MUM,MUM,,MUM,,,,,,MUM,,U Mumba,U Mumba,,U Mumba,,,,,,U Mumba,,104.0,175,,115.0,,,,,,88.0,,1.0,1,,1.0,,,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,,5.0,5,,5.0,,,,,,5.0,,0.0,0,,0.0,,,,,,0.0
Young Chang Ko,,Young Chang Ko,,,,,Young Chang Ko,Young Chang Ko,,,14.0,,14,,,,,14.0,14.0,,,Defender,,Defender,,,,,Defender,Defender,,,,,,,,,,,,,,KOL,,KOL,,,,,KOL,KOL,,,Bengal Warriors,,Bengal Warriors,,,,,Bengal Warriors,Bengal Warriors,,,139.0,,162,,,,,124.0,119.0,,,0.14,,2,,,,,2.0,2.0,,,0.01,,0.1428571428571428,,,,,0.1428571428571428,0.1428571428571428,,,4.0,,4,,,,,4.0,4.0,,,9.0,,9,,,,,9.0,9.0,,
,Dong Geon Lee,Dong Geon Lee,,Dong Geon Lee,,,,,,Dong Geon Lee,,17.0,17,,17.0,,,,,,17.0,,Raider,Raider,,Raider,,,,,,Raider,,,,,,,,,,,,,CHE,CHE,,CHE,,,,,,CHE,,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,,,,,,Tamil Thalaivas,,46.0,83,,47.0,,,,,,33.0,,24.0,29,,29.0,,,,,,13.0,,1.411764705882353,1.7058823529411764,,1.7058823529411764,,,,,,0.7647058823529411,,29.0,29,,29.0,,,,,,29.0,,8.0,8,,8.0,,,,,,8.0
Ziaur Rahman,,Ziaur Rahman,,,,Ziaur Rahman,Ziaur Rahman,Ziaur Rahman,Ziaur Rahman,,16.0,,16,,,,16.0,16.0,16.0,16.0,,Defender,,Defender,,,,Defender,Defender,Defender,Defender,,,,,,,,,,,,,PUN,,PUN,,,,PUN,PUN,PUN,PUN,,Puneri Paltan,,Puneri Paltan,,,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,51.0,,103,,,,37.0,45.0,46.0,45.0,,1.25,,20,,,,1.0,20.0,18.0,2.0,,0.078125,,1.25,,,,0.0625,1.25,1.125,0.125,,7.0,,7,,,,7.0,7.0,7.0,7.0,,9.0,,9,,,,9.0,9.0,9.0,9.0,
Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,16.0,16.0,16,16.0,16.0,16.0,,16.0,16.0,16.0,16.0,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,Raider,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,113.0,43.0,57,32.0,36.0,23.0,,90.0,94.0,53.0,23.0,0.38,26.0,47,1.0,41.0,2.0,,6.0,5.0,1.0,21.0,0.02375,1.625,2.9375,0.0625,2.5625,0.125,,0.375,0.3125,0.0625,1.3125,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,8.0,8,8.0,8.0,8.0,,8.0,8.0,8.0,8.0
,Anand Patil,Anand Patil,,Anand Patil,Anand Patil,,,,,Anand Patil,,19.0,19,,19.0,19.0,,,,,19.0,,Raider,Raider,,Raider,Raider,,,,,Raider,,,,,,,,,,,,,DEL,DEL,,DEL,DEL,,,,,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,,,,Dabang Delhi K.C.,,45.0,74,,43.0,24.0,,,,,47.0,,24.0,33,,33.0,2.0,,,,,7.0,,1.263157894736842,1.736842105263158,,1.736842105263158,0.1052631578947368,,,,,0.3684210526315789,,2.0,2,,2.0,2.0,,,,,2.0,,8.0,8,,8.0,8.0,,,,,8.0
