player-super-raids_player_name,player-dod-raid-points_player_name,player-tackle-points_player_name,player-successful-raids_player_name,player-super-tackles_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_player_name,player-successful-tackles_player_name,high-5s_player_name,player-super-raids_match_played,player-dod-raid-points_match_played,player-tackle-points_match_played,player-successful-raids_match_played,player-super-tackles_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_match_played,player-successful-tackles_match_played,high-5s_match_played,player-super-raids_position_name,player-dod-raid-points_position_name,player-tackle-points_position_name,player-successful-raids_position_name,player-super-tackles_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_position_name,player-successful-tackles_position_name,high-5s_position_name,player-super-raids_team,player-dod-raid-points_team,player-tackle-points_team,player-successful-raids_team,player-super-tackles_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team,player-successful-tackles_team,high-5s_team,player-super-raids_team_name,player-dod-raid-points_team_name,player-tackle-points_team_name,player-successful-raids_team_name,player-super-tackles_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_name,player-successful-tackles_team_name,high-5s_team_name,player-super-raids_team_full_name,player-dod-raid-points_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,player-super-tackles_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_team_full_name,player-successful-tackles_team_full_name,high-5s_team_full_name,player-super-raids_rank,player-dod-raid-points_rank,player-tackle-points_rank,player-successful-raids_rank,player-super-tackles_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_rank,player-successful-tackles_rank,high-5s_rank,player-super-raids_value,player-dod-raid-points_value,player-tackle-points_value,player-successful-raids_value,player-super-tackles_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_value,player-successful-tackles_value,high-5s_value,player-super-raids_points_per_match,player-dod-raid-points_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,player-super-tackles_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_points_per_match,player-successful-tackles_points_per_match,high-5s_points_per_match,player-super-raids_team_id,player-dod-raid-points_team_id,player-tackle-points_team_id,player-successful-raids_team_id,player-super-tackles_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_team_id,player-successful-tackles_team_id,high-5s_team_id,player-super-raids_position_id,player-dod-raid-points_position_id,player-tackle-points_position_id,player-successful-raids_position_id,player-super-tackles_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id,player-raid-points_position_id,player-successful-tackles_position_id,high-5s_position_id
,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,Mohammad Nabibakhsh,,Mohammad Nabibakhsh,Mohammad Nabibakhsh,,,21,21,21,21,21,21,,21,21,,,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,All-Rounder,,All-Rounder,All-Rounder,,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,,94,63,72,62,100,91,,69,62,,,1,16,8,2,0.76,28,,12,14,,,0.047619048,0.7619047619047619,0.3809523809523809,0.095238095,0.036190476,1.3333333333333333,,0.5714285714285714,0.6666666666666666,,,31,31,31,31,31,31,,31,31,,,0,0,0,0,0,0,,0,0,
,,,Amirhossein Mohammad Maleki,,,Amirhossein Mohammad Maleki,,Amirhossein Mohammad Maleki,,,,,,1,,,1,,1,,,,,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,,,JAI,,,JAI,,JAI,,,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,,88,,,190,,106,,,,,,3,,,3,,3,,,,,,3,,,3,,3,,,,,,3,,,3,,3,,,,,,8,,,8,,8,,
,,Sumit ,,,Sumit ,Sumit ,,,Sumit ,Sumit ,,,1,,,1,1,,,1,1,,,Defender-Left Corner,,,Defender-Left Corner,Defender-Left Corner,,,Defender-Left Corner,Defender-Left Corner,,,,,,,,,,,,,,JAI,,,JAI,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,110,,,1,176,,,102,61,,,5,,,5,5,,,5,1,,,5,,,5,5,,,5,1,,,3,,,3,3,,,3,3,,,0,,,0,0,,,0,0
,,Saurabh Nandal,,Saurabh Nandal,Saurabh Nandal,Saurabh Nandal,,,Saurabh Nandal,Saurabh Nandal,,,21,,21,21,21,,,21,21,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,BLR,,BLR,BLR,BLR,,,BLR,BLR,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,21,,32,32,62,,,21,62,,,49,,3,2.33,49,,,46,1,,,2.3333333333333335,,0.1428571428571428,0.1109523809523809,2.3333333333333335,,,2.1904761904761907,0.047619048,,,1,,1,1,1,,,1,1,,,0,,0,0,0,,,0,0
Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,Pankaj Mohite,,22,22,22,22,22,22,22,22,22,22,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,10,7,67,21,67,111,20,22,22,64,,4,32,14,74,1,0.64,110,3,96,13,,0.1818181818181818,1.4545454545454546,0.6363636363636364,3.363636363636364,0.045454545,0.029090909,5,0.1363636363636363,4.363636363636363,0.5909090909090909,,7,7,7,7,7,7,7,7,7,7,,8,8,8,8,8,8,8,8,8,8,
,,Sanket Sawant,,Sanket Sawant,Sanket Sawant,Sanket Sawant,,,Sanket Sawant,,,,22,,22,22,22,,,22,,,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,Defender - Left Cover,,,,,,,,,,,,,,,PUN,,PUN,PUN,PUN,,,PUN,,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,,,33,,68,57,83,,,31,,,,32,,1,1.45,32,,,31,,,,1.4545454545454546,,0.045454545,0.065909091,1.4545454545454546,,,1.4090909090909092,,,,7,,7,7,7,,,7,,,,0,,0,0,0,,,0,
,,Sagar,,Sagar,Sagar,Sagar,,Sagar,Sagar,Sagar,,,18,,18,18,18,,18,18,18,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,CHE,,CHE,CHE,CHE,,CHE,CHE,CHE,,,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,Tamil Thalaivas,Tamil Thalaivas,Tamil Thalaivas,,,10,,12,3,42,,136,8,4,,,66,,5,3.67,67,,1,61,6,,,3.6666666666666665,,0.2777777777777778,0.2038888888888889,3.7222222222222223,,0.055555556,3.388888888888889,0.3333333333333333,,,29,,29,29,29,,29,29,29,,,0,,0,0,0,,0,0,0
,,,Navneet,,,Navneet,,Navneet,,,,,,3,,,3,,3,,,,,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,,,JAI,,,JAI,,JAI,,,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,,,,,,124,,,217,,135,,,,,,1,,,1,,1,,,,,,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,,,,,,3,,,3,,3,,,,,,8,,,8,,8,,
,,Ashu Singh,,Ashu Singh,Ashu Singh,Ashu Singh,,Ashu Singh,Ashu Singh,,,,18,,18,18,18,,18,18,,,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,,U.P.,,U.P.,U.P.,U.P.,,U.P.,U.P.,,,,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,,,,53,,69,78,107,,116,52,,,,20,,1,1.11,22,,2,19,,,,1.1111111111111112,,0.055555556,0.061666667,1.2222222222222223,,0.1111111111111111,1.0555555555555556,,,,30,,30,30,30,,30,30,,,,0,,0,0,0,,0,0,
,Sumit,Sumit,Sumit,Sumit,Sumit,Sumit,,Sumit,Sumit,Sumit,,22,22,22,22,22,22,,22,22,22,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,U.P.,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,57,14,90,11,20,44,,89,16,5,,4,61,2,6,2.77,66,,5,55,6,,0.1818181818181818,2.772727272727273,0.090909091,0.2727272727272727,0.1259090909090909,3,,0.2272727272727272,2.5,0.2727272727272727,,30,30,30,30,30,30,,30,30,30,,0,0,0,0,0,0,,0,0,0
Surender Gill,Surender Gill,,Surender Gill,,,Surender Gill,Surender Gill,Surender Gill,,,10,10,,10,,,10,10,10,,,Raider,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,U.P.,U.P.,,U.P.,,,U.P.,U.P.,U.P.,,,U.P. Yoddhas,U.P. Yoddhas,,U.P. Yoddhas,,,U.P. Yoddhas,U.P. Yoddhas,U.P. Yoddhas,,,11,33,,24,,,26,17,24,,,4,10,,65,,,87,4,87,,,0.4,1,,6.5,,,8.7,0.4,8.7,,,30,30,,30,,,30,30,30,,,8,8,,8,,,8,8,8,,
,,Sajin Chandrasekar,,,Sajin Chandrasekar,Sajin Chandrasekar,,,Sajin Chandrasekar,,,,5,,,5,5,,,5,,,,All-Rounder,,,All-Rounder,All-Rounder,,,All-Rounder,,,,,,,,,,,,,,,PAT,,,PAT,PAT,,,PAT,,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,Patna Pirates,,,,94,,,61,158,,,87,,,,7,,,1.4,7,,,7,,,,1.4,,,0.2799999999999999,1.4,,,1.4,,,,6,,,6,6,,,6,,,,0,,,0,0,,,0,
,,Jagdeep ,Jagdeep ,,Jagdeep ,Jagdeep ,,Jagdeep ,Jagdeep ,,,,2,2,,2,2,,2,2,,,,Right Raider,Right Raider,,Right Raider,Right Raider,,Right Raider,Right Raider,,,,,,,,,,,,,,,GUJ,GUJ,,GUJ,GUJ,,GUJ,GUJ,,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,,,170,87,,115,159,,85,148,,,,1,3,,0.5,7,,6,1,,,,0.5,1.5,,0.25,3.5,,3,0.5,,,,31,31,,31,31,,31,31,,,,0,0,,0,0,,0,0,
,,Ankush,,Ankush,Ankush,Ankush,,,Ankush,Ankush,,,22,,22,22,22,,,22,22,,,Defender - Left Corner,,Defender - Left Corner,Defender - Left Corner,Defender - Left Corner,,,Defender - Left Corner,Defender - Left Corner,,,,,,,,,,,,,,JAI,,JAI,JAI,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,,Jaipur Pink Panthers,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,6,,5,7,38,,,7,2,,,70,,7,3.18,70,,,63,8,,,3.1818181818181817,,0.3181818181818182,0.1445454545454545,3.1818181818181817,,,2.863636363636364,0.3636363636363636,,,3,,3,3,3,,,3,3,,,0,,0,0,0,,,0,0
,,Sourav Gulia,,,Sourav Gulia,Sourav Gulia,,,Sourav Gulia,,,,8,,,8,8,,,8,,,,Defender,,,Defender,Defender,,,Defender,,,,,,,,,,,,,,,GUJ,,,GUJ,GUJ,,,GUJ,,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,,87,,,79,154,,,85,,,,8,,,1,8,,,8,,,,1,,,0.125,1,,,1,,,,31,,,31,31,,,31,,,,9,,,9,9,,,9,
,,Jaskirat Singh,,Jaskirat Singh,Jaskirat Singh,Jaskirat Singh,,,Jaskirat Singh,,,,14,,14,14,14,,,14,,,,Left Cover – Defender,,Left Cover – Defender,Left Cover – Defender,Left Cover – Defender,,,Left Cover – Defender,,,,,,,,,,,,,,,KOL,,KOL,KOL,KOL,,,KOL,,,,Bengal Warriors,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,,,,62,,76,76,126,,,61,,,,16,,1,1.14,16,,,15,,,,1.1428571428571428,,0.071428571,0.081428571,1.1428571428571428,,,1.0714285714285714,,,,4,,4,4,4,,,4,,,,0,,0,0,0,,,0,
,,Gokulakannan M,,,Gokulakannan M,Gokulakannan M,,,Gokulakannan M,Gokulakannan M,,,13,,,13,13,,,13,13,,,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,MUM,,,MUM,MUM,,,MUM,MUM,,,U Mumba,,,U Mumba,U Mumba,,,U Mumba,U Mumba,,,57,,,56,116,,,51,31,,,19,,,1.46,19,,,19,2,,,1.4615384615384617,,,0.1123076923076923,1.4615384615384617,,,1.4615384615384617,0.1538461538461538,,,5,,,5,5,,,5,5,,,0,,,0,0,,,0,0
,,Rinku,,Rinku,Rinku,Rinku,,,Rinku,Rinku,,,9,,9,9,9,,,9,9,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,,,MUM,MUM,,,U Mumba,,U Mumba,U Mumba,U Mumba,,,U Mumba,U Mumba,,,41,,17,10,92,,,44,32,,,28,,5,3.11,28,,,23,2,,,3.111111111111111,,0.5555555555555556,0.3455555555555555,3.111111111111111,,,2.5555555555555554,0.2222222222222222,,,5,,5,5,5,,,5,5,,,0,,0,0,0,,,0,0
Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,Manjeet,,Manjeet,Manjeet,,20,20,20,20,20,20,20,,20,20,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,DEL,DEL,DEL,DEL,DEL,DEL,DEL,,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,44,35,88,34,54,129,48,,37,100,,1,9,8,44,2,0.4,63,,55,6,,0.05,0.45,0.4,2.2,0.1,0.02,3.15,,2.75,0.3,,2,2,2,2,2,2,2,,2,2,,8,8,8,8,8,8,8,,8,8,
Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,Rakesh,,21,21,21,21,21,21,21,21,21,21,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,29,15,102,17,55,138,19,13,18,116,,2,18,6,88,2,0.29,114,5,108,4,,0.095238095,0.8571428571428571,0.2857142857142857,4.190476190476191,0.095238095,0.013809524,5.428571428571429,0.238095238,5.142857142857143,0.1904761904761904,,31,31,31,31,31,31,31,31,31,31,,8,8,8,8,8,8,8,8,8,8,
,Himanshu Narwal,,Himanshu Narwal,,,Himanshu Narwal,,Himanshu Narwal,,,,6,,6,,,6,,6,,,,Raider,,Raider,,,Raider,,Raider,,,,,,,,,,,,,,,CHE,,CHE,,,CHE,,CHE,,,,Tamil Thalaivas,,Tamil Thalaivas,,,Tamil Thalaivas,,Tamil Thalaivas,,,,36,,50,,,100,,53,,,,9,,19,,,24,,24,,,,1.5,,3.1666666666666665,,,4,,4,,,,29,,29,,,29,,29,,,,8,,8,,,8,,8,,
,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,Mohit Goyat,,Mohit Goyat,Mohit Goyat,,,22,22,22,22,22,22,,22,22,,,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,,,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,,5,40,13,25,64,11,,14,40,,,33,29,103,4,1.32,151,,122,25,,,1.5,1.318181818181818,4.681818181818182,0.1818181818181818,0.06,6.863636363636363,,5.545454545454546,1.1363636363636365,,,7,7,7,7,7,7,,7,7,,,8,8,8,8,8,8,,8,8,
,,Shivansh Thakur,Shivansh Thakur,,Shivansh Thakur,Shivansh Thakur,,Shivansh Thakur,Shivansh Thakur,,,,7,7,,7,7,,7,7,,,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,,MUM,MUM,,MUM,MUM,,MUM,MUM,,,,U Mumba,U Mumba,,U Mumba,U Mumba,,U Mumba,U Mumba,,,,130,91,,125,166,,105,124,,,,3,2,,0.43,6,,3,3,,,,0.4285714285714285,0.2857142857142857,,0.061428571,0.8571428571428571,,0.4285714285714285,0.4285714285714285,,,,5,5,,5,5,,5,5,,,,0,0,,0,0,,0,0,
,,Nitin Chandel,,Nitin Chandel,Nitin Chandel,Nitin Chandel,,,Nitin Chandel,,,,8,,8,8,8,,,8,,,,Defender-Right Corner,,Defender-Right Corner,Defender-Right Corner,Defender-Right Corner,,,Defender-Right Corner,,,,,,,,,,,,,,,DEL,,DEL,DEL,DEL,,,DEL,,,,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,,Dabang Delhi K.C.,,,,123,,83,116,178,,,125,,,,4,,1,0.5,4,,,3,,,,0.5,,0.125,0.0625,0.5,,,0.375,,,,2,,2,2,2,,,2,,,,0,,0,0,0,,,0,
,Tejas Patil,,Tejas Patil,,,Tejas Patil,Tejas Patil,Tejas Patil,,,,5,,5,,,5,5,5,,,,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,,HAR,,HAR,,,HAR,HAR,HAR,,,,Haryana Steelers,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,,84,,64,,,128,33,67,,,,1,,13,,,15,1,15,,,,0.2,,2.6,,,3,0.2,3,,,,28,,28,,,28,28,28,,,,8,,8,,,8,8,8,,
Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,Shivam Patare,,23,23,23,23,23,23,23,23,23,23,,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,Left Raider,,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,HAR,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,18,32,124,16,84,155,18,19,16,126,,3,10,4,90,1,0.17,120,3,116,3,,0.1304347826086956,0.4347826086956521,0.1739130434782608,3.9130434782608696,0.043478261,0.007391304,5.217391304347826,0.1304347826086956,5.043478260869565,0.1304347826086956,,28,28,28,28,28,28,28,28,28,28,,0,0,0,0,0,0,0,0,0,0,
Sushil,Sushil,,Sushil,,,Sushil,Sushil,Sushil,,,16,16,,16,,,16,16,16,,,Raider,Raider,,Raider,,,Raider,Raider,Raider,,,,,,,,,,,,,,BLR,BLR,,BLR,,,BLR,BLR,BLR,,,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,6,23,,23,,,23,20,21,,,5,15,,68,,,100,3,100,,,0.3125,0.9375,,4.25,,,6.25,0.1875,6.25,,,1,1,,1,,,1,1,1,,,8,8,,8,,,8,8,8,,
Meetu Sharma,Meetu Sharma,Meetu Sharma,Meetu Sharma,,Meetu Sharma,Meetu Sharma,,Meetu Sharma,Meetu Sharma,,22,22,22,22,,22,22,,22,22,,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,DEL,DEL,DEL,DEL,,DEL,DEL,,DEL,DEL,,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,Dabang Delhi K.C.,Dabang Delhi K.C.,,51,16,125,33,,154,49,,34,112,,1,18,4,44,,0.18,61,,57,4,,0.045454545,0.8181818181818182,0.1818181818181818,2,,0.008181818,2.772727272727273,,2.590909090909091,0.1818181818181818,,2,2,2,2,,2,2,,2,2,,8,8,8,8,,8,8,,8,8,
,,Jaideep Dahiya,,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,,Jaideep Dahiya,Jaideep Dahiya,Jaideep Dahiya,,,23,,23,23,23,,23,23,23,,,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,Defender - Left Cover,Defender - Left Cover,Defender - Left Cover,,,,,,,,,,,,,,HAR,,HAR,HAR,HAR,,HAR,HAR,HAR,,,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,9,,4,13,39,,134,9,9,,,68,,7,2.96,69,,1,61,6,,,2.9565217391304346,,0.3043478260869565,0.128695652,3,,0.043478261,2.652173913043478,0.2608695652173913,,,28,,28,28,28,,28,28,28,,,0,,0,0,0,,0,0,0
,,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,,Rahul Sethpal,Rahul Sethpal,Rahul Sethpal,,,23,23,23,23,23,,23,23,23,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,,,4,122,1,8,32,,104,13,3,,,73,1,15,3.17,76,,3,58,7,,,3.1739130434782608,0.043478261,0.6521739130434783,0.1378260869565217,3.3043478260869565,,0.1304347826086956,2.5217391304347827,0.3043478260869565,,,28,28,28,28,28,,28,28,28,,,0,0,0,0,0,,0,0,0
Sanjeevi S ,Sanjeevi S ,Sanjeevi S ,Sanjeevi S ,Sanjeevi S ,Sanjeevi S ,Sanjeevi S ,,Sanjeevi S ,Sanjeevi S ,,17,17,17,17,17,17,17,,17,17,,All- Rounder,All- Rounder,All- Rounder,All- Rounder,All- Rounder,All- Rounder,All- Rounder,,All- Rounder,All- Rounder,,,,,,,,,,,,,HYD,HYD,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,27,48,91,44,77,119,61,,43,91,,2,5,8,28,1,0.47,49,,41,7,,0.1176470588235294,0.2941176470588235,0.4705882352941176,1.6470588235294117,0.058823529,0.027647059,2.8823529411764706,,2.411764705882353,0.4117647058823529,,8,8,8,8,8,8,8,,8,8,,0,0,0,0,0,0,0,,0,0,
,,Abinesh Nadarajan,,Abinesh Nadarajan,Abinesh Nadarajan,Abinesh Nadarajan,,,Abinesh Nadarajan,Abinesh Nadarajan,,,24,,24,24,24,,,24,24,,,Defender - Right Cover,,Defender - Right Cover,Defender - Right Cover,Defender - Right Cover,,,Defender - Right Cover,Defender - Right Cover,,,,,,,,,,,,,,PUN,,PUN,PUN,PUN,,,PUN,PUN,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,Puneri Paltan,,,16,,78,29,54,,,14,21,,,57,,1,2.38,57,,,56,3,,,2.375,,0.041666667,0.099166667,2.375,,,2.3333333333333335,0.125,,,7,,7,7,7,,,7,7,,,0,,0,0,0,,,0,0
Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,Sudhakar M ,,19,19,19,19,19,19,19,19,19,19,,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,,,,,,,,,,,,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,PAT,,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,Patna Pirates,,28,37,151,19,79,167,22,21,20,163,,2,9,2,82,1,0.11,105,3,103,1,,0.1052631578947368,0.4736842105263157,0.1052631578947368,4.315789473684211,0.052631579,0.005789474,5.526315789473684,0.1578947368421052,5.421052631578948,0.052631579,,6,6,6,6,6,6,6,6,6,6,,8,8,8,8,8,8,8,8,8,8,
,,Lavish ,,,Lavish ,Lavish ,,,Lavish ,,,,1,,,1,1,,,1,,,,Defender-Right Cover,,,Defender-Right Cover,Defender-Right Cover,,,Defender-Right Cover,,,,,,,,,,,,,,,JAI,,,JAI,JAI,,,JAI,,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,,152,,,88,214,,,164,,,,1,,,1,1,,,1,,,,1,,,1,1,,,1,,,,3,,,3,3,,,3,,,,0,,,0,0,,,0,
,,Manuj,,Manuj,Manuj,Manuj,,,Manuj,,,,10,,10,10,10,,,10,,,,Defender - Right Corner,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,,,,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,,,GUJ,,,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,,,90,,80,95,153,,,90,,,,8,,1,0.8,8,,,7,,,,0.8,,0.1,0.08,0.8,,,0.7,,,,31,,31,31,31,,,31,,,,0,,0,0,0,,,0,
