player-raid-points_player_name,player-super-tackles_player_name,player-successful-tackles_player_name,player-dod-raid-points_player_name,player-super-raids_player_name,player-tackle-points_player_name,player-successful-raids_player_name,high-5s_player_name,player-avg-tackle-points_player_name,player-total-points_player_name,super-10s_player_name,player-raid-points_match_played,player-super-tackles_match_played,player-successful-tackles_match_played,player-dod-raid-points_match_played,player-super-raids_match_played,player-tackle-points_match_played,player-successful-raids_match_played,high-5s_match_played,player-avg-tackle-points_match_played,player-total-points_match_played,super-10s_match_played,player-raid-points_position_name,player-super-tackles_position_name,player-successful-tackles_position_name,player-dod-raid-points_position_name,player-super-raids_position_name,player-tackle-points_position_name,player-successful-raids_position_name,high-5s_position_name,player-avg-tackle-points_position_name,player-total-points_position_name,super-10s_position_name,player-raid-points_team,player-super-tackles_team,player-successful-tackles_team,player-dod-raid-points_team,player-super-raids_team,player-tackle-points_team,player-successful-raids_team,high-5s_team,player-avg-tackle-points_team,player-total-points_team,super-10s_team,player-raid-points_team_name,player-super-tackles_team_name,player-successful-tackles_team_name,player-dod-raid-points_team_name,player-super-raids_team_name,player-tackle-points_team_name,player-successful-raids_team_name,high-5s_team_name,player-avg-tackle-points_team_name,player-total-points_team_name,super-10s_team_name,player-raid-points_team_full_name,player-super-tackles_team_full_name,player-successful-tackles_team_full_name,player-dod-raid-points_team_full_name,player-super-raids_team_full_name,player-tackle-points_team_full_name,player-successful-raids_team_full_name,high-5s_team_full_name,player-avg-tackle-points_team_full_name,player-total-points_team_full_name,super-10s_team_full_name,player-raid-points_rank,player-super-tackles_rank,player-successful-tackles_rank,player-dod-raid-points_rank,player-super-raids_rank,player-tackle-points_rank,player-successful-raids_rank,high-5s_rank,player-avg-tackle-points_rank,player-total-points_rank,super-10s_rank,player-raid-points_value,player-super-tackles_value,player-successful-tackles_value,player-dod-raid-points_value,player-super-raids_value,player-tackle-points_value,player-successful-raids_value,high-5s_value,player-avg-tackle-points_value,player-total-points_value,super-10s_value,player-raid-points_points_per_match,player-super-tackles_points_per_match,player-successful-tackles_points_per_match,player-dod-raid-points_points_per_match,player-super-raids_points_per_match,player-tackle-points_points_per_match,player-successful-raids_points_per_match,high-5s_points_per_match,player-avg-tackle-points_points_per_match,player-total-points_points_per_match,super-10s_points_per_match,player-raid-points_team_id,player-super-tackles_team_id,player-successful-tackles_team_id,player-dod-raid-points_team_id,player-super-raids_team_id,player-tackle-points_team_id,player-successful-raids_team_id,high-5s_team_id,player-avg-tackle-points_team_id,player-total-points_team_id,super-10s_team_id,player-raid-points_position_id,player-super-tackles_position_id,player-successful-tackles_position_id,player-dod-raid-points_position_id,player-super-raids_position_id,player-tackle-points_position_id,player-successful-raids_position_id,high-5s_position_id,player-avg-tackle-points_position_id,player-total-points_position_id,super-10s_position_id
DARSHAN ,,DARSHAN ,DARSHAN ,,DARSHAN ,DARSHAN ,,DARSHAN ,DARSHAN ,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,,Raider,,Raider,Raider,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,PUN,,PUN,PUN,,PUN,PUN,,PUN,PUN,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,,71.0,,141.0,86.0,,152.0,74.0,,146.0,127,,9.0,,1.0,1.0,,1.0,5.0,,0.13,10,,1.125,,0.125,0.125,,0.125,0.625,,0.01625,1.25,,7.0,,7.0,7.0,,7.0,7.0,,7.0,7,,8.0,,8.0,8.0,,8.0,8.0,,8.0,8,
Rohit Kumar,,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,Rohit Kumar,,Rohit Kumar,Rohit Kumar,Rohit Kumar,19.0,,19.0,19.0,19.0,19.0,19.0,,19.0,19,19.0,raider,,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,BLR,,BLR,BLR,BLR,BLR,BLR,,BLR,BLR,BLR,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,19.0,,84.0,26.0,17.0,88.0,20.0,,117.0,20,15.0,94.0,,6.0,11.0,2.0,6.0,72.0,,0.32,100,3.0,4.947368421052632,,0.3157894736842105,0.5789473684210527,0.1052631578947368,0.3157894736842105,3.789473684210526,,0.0168421052631578,5.2631578947368425,0.1578947368421052,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1,1.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Phonchoo Tin,,,,,,Phonchoo Tin,,,Phonchoo Tin,,3.0,,,,,,3.0,,,3,,All Rounder,,,,,,All Rounder,,,All Rounder,,,,,,,,,,,,,HAR,,,,,,HAR,,,HAR,,Haryana Steelers,,,,,,Haryana Steelers,,,Haryana Steelers,,116.0,,,,,,118.0,,,181,,1.0,,,,,,1.0,,,1,,0.3333333333333333,,,,,,0.3333333333333333,,,0.3333333333333333,,28.0,,,,,,28.0,,,28,,0.0,,,,,,0.0,,,0,
,Sagar B Krishna,Sagar B Krishna,,,Sagar B Krishna,,Sagar B Krishna,Sagar B Krishna,Sagar B Krishna,,,14.0,14.0,,,14.0,,14.0,14.0,14,,,All Rounder,All Rounder,,,All Rounder,,All Rounder,All Rounder,All Rounder,,,,,,,,,,,,,,PUN,PUN,,,PUN,,PUN,PUN,PUN,,,Puneri Paltan,Puneri Paltan,,,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,,,21.0,60.0,,,52.0,,42.0,58.0,107,,,4.0,12.0,,,16.0,,1.0,1.14,16,,,0.2857142857142857,0.8571428571428571,,,1.1428571428571428,,0.0714285714285714,0.0814285714285714,1.1428571428571428,,,7.0,7.0,,,7.0,,7.0,7.0,7,,,0.0,0.0,,,0.0,,0.0,0.0,0,
,Parvesh Bhainswal,Parvesh Bhainswal,,,Parvesh Bhainswal,,Parvesh Bhainswal,Parvesh Bhainswal,Parvesh Bhainswal,,,22.0,22.0,,,22.0,,22.0,22.0,22,,,defender,defender,,,defender,,defender,defender,defender,,,,,,,,,,,,,,GUJ,GUJ,,,GUJ,,GUJ,GUJ,GUJ,,,Gujarat Giants,Gujarat Giants,,,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,,,22.0,13.0,,,14.0,,11.0,16.0,55,,,3.0,52.0,,,55.0,,4.0,2.5,55,,,0.1363636363636363,2.363636363636364,,,2.5,,0.1818181818181818,0.1136363636363636,2.5,,,31.0,31.0,,,31.0,,31.0,31.0,31,,,9.0,9.0,,,9.0,,9.0,9.0,9,
Vikash Khandola,,Vikash Khandola,Vikash Khandola,Vikash Khandola,Vikash Khandola,Vikash Khandola,,Vikash Khandola,Vikash Khandola,Vikash Khandola,20.0,,20.0,20.0,20.0,20.0,20.0,,20.0,20,20.0,raider,,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,HAR,,HAR,HAR,HAR,HAR,HAR,,HAR,HAR,HAR,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,Haryana Steelers,,Haryana Steelers,Haryana Steelers,Haryana Steelers,6.0,,90.0,1.0,4.0,94.0,6.0,,120.0,6,4.0,190.0,,5.0,42.0,6.0,5.0,146.0,,0.25,195,11.0,9.5,,0.25,2.1,0.3,0.25,7.3,,0.0125,9.75,0.55,28.0,,28.0,28.0,28.0,28.0,28.0,,28.0,28,28.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Sunil Kumar,Sunil Kumar,Sunil Kumar,Sunil Kumar,,Sunil Kumar,Sunil Kumar,Sunil Kumar,Sunil Kumar,Sunil Kumar,,18.0,18.0,18.0,18.0,,18.0,18.0,18.0,18.0,18,,Defender,Defender,Defender,Defender,,Defender,Defender,Defender,Defender,Defender,,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,GUJ,GUJ,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,120.0,10.0,22.0,83.0,,22.0,119.0,12.0,15.0,64,,1.0,6.0,40.0,1.0,,46.0,1.0,4.0,2.56,47,,0.0555555555555555,0.3333333333333333,2.2222222222222223,0.0555555555555555,,2.5555555555555554,0.0555555555555555,0.2222222222222222,0.1422222222222222,2.611111111111111,,31.0,31.0,31.0,31.0,,31.0,31.0,31.0,31.0,31,,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,
Athul M S,,,Athul M S,,,Athul M S,,,Athul M S,,18.0,,,18.0,,,18.0,,,18,,Raider,,,Raider,,,Raider,,,Raider,,,,,,,,,,,,,MUM,,,MUM,,,MUM,,,MUM,,U Mumba,,,U Mumba,,,U Mumba,,,U Mumba,,35.0,,,20.0,,,37.0,,,52,,58.0,,,13.0,,,40.0,,,58,,3.2222222222222223,,,0.7222222222222222,,,2.2222222222222223,,,3.2222222222222223,,5.0,,,5.0,,,5.0,,,5,,8.0,,,8.0,,,8.0,,,8,
Monu Goyat,Monu Goyat,Monu Goyat,Monu Goyat,,Monu Goyat,Monu Goyat,,Monu Goyat,Monu Goyat,Monu Goyat,14.0,14.0,14.0,14.0,,14.0,14.0,,14.0,14,14.0,Raider,Raider,Raider,Raider,,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,,U.P.,U.P.,U.P.,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,29.0,52.0,103.0,49.0,,92.0,26.0,,110.0,35,23.0,65.0,2.0,3.0,5.0,,5.0,57.0,,0.36,70,2.0,4.642857142857143,0.1428571428571428,0.2142857142857142,0.3571428571428571,,0.3571428571428571,4.071428571428571,,0.0257142857142857,5.0,0.1428571428571428,30.0,30.0,30.0,30.0,,30.0,30.0,,30.0,30,30.0,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,8.0
,,Jawahar Dagar,,,Jawahar Dagar,,,Jawahar Dagar,Jawahar Dagar,,,,7.0,,,7.0,,,7.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,PAT,,,PAT,,,PAT,PAT,,,,Patna Pirates,,,Patna Pirates,,,Patna Pirates,Patna Pirates,,,,89.0,,,93.0,,,76.0,150,,,,5.0,,,5.0,,,0.71,5,,,,0.7142857142857143,,,0.7142857142857143,,,0.1014285714285714,0.7142857142857143,,,,6.0,,,6.0,,,6.0,6,,,,0.0,,,0.0,,,0.0,0,
Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,,Farhad Milaghardan,Farhad Milaghardan,,Farhad Milaghardan,Farhad Milaghardan,Farhad Milaghardan,22.0,22.0,22.0,22.0,,22.0,22.0,,22.0,22,22.0,Defender,Defender,Defender,Defender,,Defender,Defender,,Defender,Defender,Defender,,,,,,,,,,,,HYD,HYD,HYD,HYD,,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,40.0,56.0,35.0,59.0,,36.0,38.0,,43.0,28,30.0,46.0,1.0,31.0,3.0,,32.0,38.0,,1.45,78,1.0,2.090909090909091,0.0454545454545454,1.4090909090909092,0.1363636363636363,,1.4545454545454546,1.7272727272727273,,0.0659090909090909,3.5454545454545454,0.0454545454545454,8.0,8.0,8.0,8.0,,8.0,8.0,,8.0,8,8.0,9.0,9.0,9.0,9.0,,9.0,9.0,,9.0,9,9.0
Abozar Mighani,Abozar Mighani,Abozar Mighani,,,Abozar Mighani,,Abozar Mighani,Abozar Mighani,Abozar Mighani,,18.0,18.0,18.0,,,18.0,,18.0,18.0,18,,Defender,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,HYD,HYD,HYD,,,HYD,,HYD,HYD,HYD,,Telugu Titans,Telugu Titans,Telugu Titans,,,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,,121.0,23.0,29.0,,,29.0,,36.0,26.0,76,,1.0,3.0,36.0,,,39.0,,1.0,2.17,40,,0.0555555555555555,0.1666666666666666,2.0,,,2.1666666666666665,,0.0555555555555555,0.1205555555555555,2.2222222222222223,,8.0,8.0,8.0,,,8.0,,8.0,8.0,8,,9.0,9.0,9.0,,,9.0,,9.0,9.0,9,
,Young Chang Ko,Young Chang Ko,,,Young Chang Ko,,,Young Chang Ko,Young Chang Ko,,,14.0,14.0,,,14.0,,,14.0,14,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,MUM,MUM,,,MUM,,,MUM,MUM,,,U Mumba,U Mumba,,,U Mumba,,,U Mumba,U Mumba,,,51.0,77.0,,,73.0,,,85.0,129,,,2.0,7.0,,,9.0,,,0.64,9,,,0.1428571428571428,0.5,,,0.6428571428571429,,,0.0457142857142857,0.6428571428571429,,,5.0,5.0,,,5.0,,,5.0,5,,,9.0,9.0,,,9.0,,,9.0,9,
Dong Geon Lee,,,Dong Geon Lee,,,Dong Geon Lee,,,Dong Geon Lee,,6.0,,,6.0,,,6.0,,,6,,Raider,,,Raider,,,Raider,,,Raider,,,,,,,,,,,,,MUM,,,MUM,,,MUM,,,MUM,,U Mumba,,,U Mumba,,,U Mumba,,,U Mumba,,54.0,,,42.0,,,53.0,,,96,,20.0,,,7.0,,,15.0,,,20,,3.3333333333333335,,,1.1666666666666667,,,2.5,,,3.3333333333333335,,5.0,,,5.0,,,5.0,,,5,,8.0,,,8.0,,,8.0,,,8,
Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,Mohsen Maghsoudlou,Mohsen Maghsoudlou,,13.0,13.0,13.0,13.0,,13.0,13.0,,13.0,13,,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,U.P.,U.P.,U.P.,U.P.,,U.P.,U.P.,,U.P.,U.P.,,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,U.P. Yoddha,U.P. Yoddha,,80.0,57.0,122.0,58.0,,113.0,75.0,,127.0,128,,6.0,1.0,2.0,3.0,,3.0,5.0,,0.23,9,,0.4615384615384615,0.0769230769230769,0.1538461538461538,0.2307692307692307,,0.2307692307692307,0.3846153846153846,,0.0176923076923076,0.6923076923076923,,30.0,30.0,30.0,30.0,,30.0,30.0,,30.0,30,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0,
,Jaideep ,Jaideep ,,,Jaideep ,,Jaideep ,Jaideep ,Jaideep ,,,22.0,22.0,,,22.0,,22.0,22.0,22,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,PAT,PAT,,,PAT,,PAT,PAT,PAT,,,Patna Pirates,Patna Pirates,,,Patna Pirates,,Patna Pirates,Patna Pirates,Patna Pirates,,,30.0,17.0,,,17.0,,15.0,21.0,58,,,3.0,49.0,,,52.0,,3.0,2.36,52,,,0.1363636363636363,2.227272727272727,,,2.363636363636364,,0.1363636363636363,0.1072727272727272,2.363636363636364,,,6.0,6.0,,,6.0,,6.0,6.0,6,,,9.0,9.0,,,9.0,,9.0,9.0,9,
Lokesh Kaushik,,,Lokesh Kaushik,,,Lokesh Kaushik,,,Lokesh Kaushik,,2.0,,,2.0,,,2.0,,,2,,,,,,,,,,,,,,,,,,,,,,,,JAI,,,JAI,,,JAI,,,JAI,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,96.0,,,79.0,,,88.0,,,165,,3.0,,,1.0,,,3.0,,,3,,1.5,,,0.5,,,1.5,,,1.5,,3.0,,,3.0,,,3.0,,,3,,0.0,,,0.0,,,0.0,,,0,
,Sunil Siddhgavali,Sunil Siddhgavali,,,Sunil Siddhgavali,,,Sunil Siddhgavali,Sunil Siddhgavali,,,14.0,14.0,,,14.0,,,14.0,14,,,defender,defender,,,defender,,,defender,defender,,,,,,,,,,,,,,JAI,JAI,,,JAI,,,JAI,JAI,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,Jaipur Pink Panthers,,,Jaipur Pink Panthers,Jaipur Pink Panthers,,,31.0,85.0,,,72.0,,,86.0,133,,,3.0,6.0,,,9.0,,,0.64,9,,,0.2142857142857142,0.4285714285714285,,,0.6428571428571429,,,0.0457142857142857,0.6428571428571429,,,3.0,3.0,,,3.0,,,3.0,3,,,9.0,9.0,,,9.0,,,9.0,9,
Baldev Singh,Baldev Singh,Baldev Singh,,,Baldev Singh,Baldev Singh,Baldev Singh,Baldev Singh,Baldev Singh,,24.0,24.0,24.0,,,24.0,24.0,24.0,24.0,24,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,Defender - Right Corner,,,,,,,,,,,,,KOL,KOL,KOL,,,KOL,KOL,KOL,KOL,KOL,,Bengal Warriors,Bengal Warriors,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,Bengal Warriors,,119.0,14.0,6.0,,,5.0,117.0,3.0,10.0,37,,1.0,5.0,61.0,,,66.0,1.0,6.0,2.75,67,,0.0416666666666666,0.2083333333333333,2.5416666666666665,,,2.75,0.0416666666666666,0.25,0.1145833333333333,2.7916666666666665,,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0,
,,Kuldeep Singh (732),,,Kuldeep Singh (732),,,Kuldeep Singh (732),Kuldeep Singh (732),,,,12.0,,,12.0,,,12.0,12,,,,All Rounder,,,All Rounder,,,All Rounder,All Rounder,,,,,,,,,,,,,,,HAR,,,HAR,,,HAR,HAR,,,,Haryana Steelers,,,Haryana Steelers,,,Haryana Steelers,Haryana Steelers,,,,61.0,,,66.0,,,68.0,123,,,,11.0,,,11.0,,,0.92,11,,,,0.9166666666666666,,,0.9166666666666666,,,0.0766666666666666,0.9166666666666666,,,,28.0,,,28.0,,,28.0,28,,,,0.0,,,0.0,,,0.0,0,
Sachin ,,Sachin ,Sachin ,Sachin ,Sachin ,Sachin ,,Sachin ,Sachin ,Sachin ,16.0,,16.0,16.0,16.0,16.0,16.0,,16.0,16,16.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,GUJ,,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,22.0,,139.0,11.0,41.0,150.0,22.0,,154.0,23,19.0,84.0,,1.0,23.0,1.0,1.0,65.0,,0.06,85,2.0,5.25,,0.0625,1.4375,0.0625,0.0625,4.0625,,0.00375,5.3125,0.125,31.0,,31.0,31.0,31.0,31.0,31.0,,31.0,31,31.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,Manjeet ,,Manjeet ,Manjeet ,Manjeet ,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,22.0,22,22.0,raider,raider,raider,raider,raider,raider,raider,,raider,raider,raider,,,,,,,,,,,,PUN,PUN,PUN,PUN,PUN,PUN,PUN,,PUN,PUN,PUN,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,Puneri Paltan,,Puneri Paltan,Puneri Paltan,Puneri Paltan,13.0,87.0,41.0,14.0,13.0,39.0,12.0,,53.0,10,16.0,123.0,1.0,27.0,17.0,2.0,28.0,102.0,,1.27,151,3.0,5.590909090909091,0.0454545454545454,1.2272727272727273,0.7727272727272727,0.0909090909090909,1.2727272727272727,4.636363636363637,,0.0577272727272727,6.863636363636363,0.1363636363636363,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,7.0,7,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Vinod Kumar,,Vinod Kumar,,,Vinod Kumar,Vinod Kumar,,Vinod Kumar,Vinod Kumar,,10.0,,10.0,,,10.0,10.0,,10.0,10,,Raider,,Raider,,,Raider,Raider,,Raider,Raider,,,,,,,,,,,,,GUJ,,GUJ,,,GUJ,GUJ,,GUJ,GUJ,,Gujarat Giants,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,,81.0,,95.0,,,98.0,70.0,,109.0,124,,6.0,,4.0,,,4.0,6.0,,0.4,10,,0.6,,0.4,,,0.4,0.6,,0.04,1.0,,31.0,,31.0,,,31.0,31.0,,31.0,31,,8.0,,8.0,,,8.0,8.0,,8.0,8,
,Vijay Kumar,Vijay Kumar,,,Vijay Kumar,,,Vijay Kumar,Vijay Kumar,,,10.0,10.0,,,10.0,,,10.0,10,,,Defender,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,BLR,BLR,,,BLR,,,BLR,BLR,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,,Bengaluru Bulls,Bengaluru Bulls,,,88.0,96.0,,,91.0,,,94.0,152,,,1.0,4.0,,,5.0,,,0.5,5,,,0.1,0.4,,,0.5,,,0.05,0.5,,,1.0,1.0,,,1.0,,,1.0,1,,,9.0,9.0,,,9.0,,,9.0,9,
,Mahender Singh,Mahender Singh,,,Mahender Singh,,Mahender Singh,Mahender Singh,Mahender Singh,,,21.0,21.0,,,21.0,,21.0,21.0,21,,,Defender,Defender,,,Defender,,Defender,Defender,Defender,,,,,,,,,,,,,,BLR,BLR,,,BLR,,BLR,BLR,BLR,,,Bengaluru Bulls,Bengaluru Bulls,,,Bengaluru Bulls,,Bengaluru Bulls,Bengaluru Bulls,Bengaluru Bulls,,,1.0,14.0,,,10.0,,17.0,8.0,48,,,9.0,52.0,,,61.0,,3.0,2.9,61,,,0.4285714285714285,2.4761904761904763,,,2.9047619047619047,,0.1428571428571428,0.1380952380952381,2.9047619047619047,,,1.0,1.0,,,1.0,,1.0,1.0,1,,,9.0,9.0,,,9.0,,9.0,9.0,9,
More G B,More G B,More G B,More G B,More G B,More G B,More G B,,More G B,More G B,More G B,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,19.0,19,19.0,Raider,Raider,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,GUJ,,GUJ,GUJ,GUJ,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,Gujarat Giants,,Gujarat Giants,Gujarat Giants,Gujarat Giants,33.0,32.0,43.0,15.0,40.0,44.0,31.0,,46.0,22,41.0,60.0,3.0,23.0,17.0,1.0,26.0,48.0,,1.37,86,1.0,3.1578947368421053,0.1578947368421052,1.2105263157894737,0.8947368421052632,0.0526315789473684,1.368421052631579,2.526315789473684,,0.0721052631578947,4.526315789473684,0.0526315789473684,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,31.0,31,31.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
,,Viraj Vishnu Landge,,,Viraj Vishnu Landge,,,Viraj Vishnu Landge,Viraj Vishnu Landge,,,,9.0,,,9.0,,,9.0,9,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,KOL,,,KOL,,,KOL,KOL,,,,Bengal Warriors,,,Bengal Warriors,,,Bengal Warriors,Bengal Warriors,,,,75.0,,,76.0,,,69.0,137,,,,8.0,,,8.0,,,0.89,8,,,,0.8888888888888888,,,0.8888888888888888,,,0.0988888888888888,0.8888888888888888,,,,4.0,,,4.0,,,4.0,4,,,,9.0,,,9.0,,,9.0,9,
,,Ruturaj Koravi,,,Ruturaj Koravi,,,Ruturaj Koravi,Ruturaj Koravi,,,,17.0,,,17.0,,,17.0,17,,,,Defender,,,Defender,,,Defender,Defender,,,,,,,,,,,,,,,GUJ,,,GUJ,,,GUJ,GUJ,,,,Gujarat Giants,,,Gujarat Giants,,,Gujarat Giants,Gujarat Giants,,,,49.0,,,51.0,,,61.0,103,,,,17.0,,,17.0,,,1.0,17,,,,1.0,,,1.0,,,0.0588235294117647,1.0,,,,31.0,,,31.0,,,31.0,31,,,,9.0,,,9.0,,,9.0,9,
Arjun Deshwal,,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,,Arjun Deshwal,Arjun Deshwal,Arjun Deshwal,19.0,,19.0,19.0,19.0,19.0,19.0,,19.0,19,19.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,MUM,,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,MUM,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,U Mumba,17.0,,123.0,25.0,14.0,122.0,17.0,,147.0,18,17.0,104.0,,2.0,11.0,2.0,2.0,81.0,,0.11,106,3.0,5.473684210526316,,0.1052631578947368,0.5789473684210527,0.1052631578947368,0.1052631578947368,4.2631578947368425,,0.0057894736842105,5.578947368421052,0.1578947368421052,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5,5.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
Ajinkya Kapre,,Ajinkya Kapre,Ajinkya Kapre,Ajinkya Kapre,Ajinkya Kapre,Ajinkya Kapre,,Ajinkya Kapre,Ajinkya Kapre,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5,,All Rounder,,All Rounder,All Rounder,All Rounder,All Rounder,All Rounder,,All Rounder,All Rounder,,,,,,,,,,,,,MUM,,MUM,MUM,MUM,MUM,MUM,,MUM,MUM,,U Mumba,,U Mumba,U Mumba,U Mumba,U Mumba,U Mumba,,U Mumba,U Mumba,,59.0,,137.0,80.0,39.0,148.0,58.0,,129.0,108,,15.0,,1.0,1.0,1.0,1.0,10.0,,0.2,16,,3.0,,0.2,0.2,0.2,0.2,2.0,,0.04,3.2,,5.0,,5.0,5.0,5.0,5.0,5.0,,5.0,5,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0,
Siddharth Desai,,Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,Siddharth Desai,,Siddharth Desai,Siddharth Desai,Siddharth Desai,22.0,,22.0,22.0,22.0,22.0,22.0,,22.0,22,22.0,Raider,,Raider,Raider,Raider,Raider,Raider,,Raider,Raider,Raider,,,,,,,,,,,,HYD,,HYD,HYD,HYD,HYD,HYD,,HYD,HYD,HYD,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,Telugu Titans,,Telugu Titans,Telugu Titans,Telugu Titans,4.0,,102.0,12.0,3.0,112.0,4.0,,142.0,4,6.0,217.0,,3.0,22.0,7.0,3.0,177.0,,0.14,220,10.0,9.863636363636363,,0.1363636363636363,1.0,0.3181818181818182,0.1363636363636363,8.045454545454545,,0.0063636363636363,10.0,0.4545454545454545,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0,8.0,,8.0,8.0,8.0,8.0,8.0,,8.0,8,8.0
