,Player_Name,Tournament,Team,Price,Status
2321,ram kumar r,,,,
2322,rahul shirodkar,,,,
2323,ajith m,,,,
2324,chauhan jayshree,,,,
2325,sunil singh,,,,
2326,kaushik chandra,,,,
2327,atul desle,,,,
2328,somvir shaker,,,,
2329,mandeep singh,,,,
2330,krishnan,,,,
2331,deepak,,,,
2332,hareesh b r,,,,
2333,ganesh bodke,,,,
2334,shivam chaudhary,,,,
2335,j anisha,,,,
2336,vinay,,,,
2337,av gopira,,,,
2338,ankit pal,,,,
2339,rupesh,,,,
2340,deepak parmar,,,,
2341,vikram yoginder,,,,
2342,preeti k,,,,
2343,sarita,,,,
2344,mohit kumar,,,,
2345,rohit kr,,,,
2346,kiran thakur,,,,
2347,sagar khatale,,,,
2348,deepak tanwar,,,,
2349,dinesh verma,,,,
2350,vijay,,,,
2351,mohit samriya,,,,
2352,s  anitha,,,,
2353,e selva femila,,,,
2354,elanthamizhan p,,,,
2355,mansi sanjay hande,,,,
2356,naveen kumar p,,,,
2357,g ambeswaran,,,,
2358,manish samriya,,,,
2359,kamalesh r,,,,
2360,sujata patel,,,,
2361,harpreet singh,,,,
2362,venkat ramendra,,,,
2363,saru krishna gs,,,,
2364,preetam,,,,
2365,rohit,,,,
2366,sudhir kumar,,,,
2367,chitti hemalatha,,,,
2368,yogesh narender,,,,
2369,vishal,,,,
2370,ayush vitthal,,,,
2371,abhinav arya,,,,
2372,vishal lather,,,,
2373,vijay,,,,
2374,vijay rajput,,,,
2375,renuka h r,,,,
2376,ranganath,,,,
2377,r gayathri,,,,
2378,v g sreedharshana,,,,
2379,anshu devi,,,,
2380,s srikanth ,,,,
2381,vigneshwari e ,,,,
2382,itla kinnera,,,,
2383,ravikumar c,,,,
2384,ch sara,,,,
2385,s jagadees,,,,
2386,vikas malik,,,,
2387,heidarali ekrami,,,,
2388,harjot kaur,,,,
2389,harsha,,,,
2390,v srinithi,,,,
2391,monu r,,,,
2392,shahin shaikh,,,,
2393,bhateri singh,,,,
2394,rathan,,,,
2395,monu kumar,,,,
2396,krishan,,,,
2397,anupriya,,,,
2398,mukesh choudhary ,,,,
2399,jyothi,,,,
2400,player 91,,,,
2401,minku,,,,
2402,anjali s,,,,
2403,puja jadhav,,,,
2404,karthik naik,,,,
2405,robin,,,,
2406,rohit pancholi,,,,
2407,deepak r,,,,
2408,prateek goud,,,,
2409,ramamoorthy s,,,,
2410,reza katoulinezhad,,,,
2411,gautam singh tomar,,,,
2412,gurmeet singh,,,,
2413,gajendra kumar bagdi,,,,
2414,akash tomar,,,,
2415,shrutika vyavhare,,,,
2416,ramkrishna chitnur,,,,
2417,razia choudhary,,,,
2418,sajal debnath,,,,
2419,ananthu p m,,,,
2420,u  farhana begam,,,,
2421,suganya p,,,,
2422,prerna,,,,
2423,john karuga muremwa,,,,
2424,rupesh tomar,,,,
2425,s ramesh,,,,
2426,k  dhanalakshmi,,,,
2427,ritu,,,,
2428,jeeva gopal,,,,
2429,ankit baliyan,,,,
2430,ashish,,,,
2431,shruti anil mudgul ,,,,
2432,nitin s pillai,,,,
2433,chinnadurai m,,,,
2434,varsha,,,,
2435,ankit,,,,
2436,kalpita shewale,,,,
2437,mohan raj v,,,,
2438,shailendra choudhary,,,,
2439,yash hooda,,,,
2440,mithin,,,,
2441,himanshu singh,,,,
2442,nitin aygole,,,,
2443,vinit,,,,
2444,r  namitha,,,,
2445,divya chouhan,,,,
2446,kamal ,,,,
2447,shrutika g khandare,,,,
2448,karmbir,,,,
2449,anupriya  p,,,,
2450,aman dalal,,,,
2451,gautam,,,,
2452,ankush,,,,
2453,krishna,,,,
2454,aakash saharawat,,,,
2455,shrutika negi,,,,
2456,sumitra sharma,,,,
2457,anchal devi,,,,
2458,chmelow anton,,,,
2459,surender,,,,
2460,sahit chhoker,,,,
2461,arya k,,,,
2462,sadanand golada,,,,
2463,laxmi,,,,
2464,afzal,,,,
2465,v vanjeenathan,,,,
2466,i sandhiya,,,,
2467,ram adhagle,,,,
2468,rakesh bhalle ram,,,,
2469,kuldeep,,,,
2470,neeraj goud,,,,
2471,p devaraj ,,,,
2472,vivek t,,,,
2473,bajirao hodage,,,,
2474,payal vasave ,,,,
2475,selvamani s,,,,
2476,pankaj,,,,
2477,d nandini,,,,
2478,pardeep,,,,
2479,sunil yadav,,,,
2480,rahul rana,,,,
2481,kushal kishore,,,,
2482,rahul,,,,
2483,yogesh n,,,,
2484,shubham ,,,,
2485,vandna k,,,,
2486,kritika sharma,,,,
2487,tharunya t,,,,
2488,hariom,,,,
2489,shritej nilkanth,,,,
2490,gholamabbas korouki,,,,
2491,pooja jadhav ,,,,
2492,b dhyanithi,,,,
2493,vinay baliyan,,,,
2494,deepak ghenghat,,,,
2495,nitesh kumar,,,,
2496,vinamra ,,,,
2497,makhan singh,,,,
2498,poondla sumaja,,,,
2499,robin,,,,
2500,j  bhoomika,,,,
2501,v vaithegi,,,,
2502,anuj,,,,
2503,ishwar singh,,,,
2504,atif waheed,,,,
2505,mirabi debbarma,,,,
2506,meena,,,,
2507,b saravana kumari,,,,
2508,arjun,,,,
2509,amit as,,,,
2510,deepak,,,,
2511,paranpreet kaur,,,,
2512,manoj m ,,,,
2513,paramjeet,,,,
2514,sadagirish,,,,
2515,madhuri gawandi,,,,
2516,t sathish,,,,
2517,sayali nagwekar,,,,
2518,saeid ghaffari,,,,
2519,deepak kumar,,,,
2520,hyunsu park,,,,
2521,arun,,,,
2522,muhammad tariq,,,,
2523,k gokulalakshmi,,,,
2524,suraj manwar,,,,
2525,mohmmad saqib,,,,
2526,rahul,,,,
2527,imdadul islam laskar,,,,
2528,narendera kumar,,,,
2529,t anusiya,,,,
2530,t  prasad,,,,
2531,aunast raj,,,,
2532,lajitha k,,,,
2533,ruban m ,,,,
2534,thanmai gavani,,,,
2535,urvasi,,,,
2536,surender singh bhola,,,,
2537,e vinothagan,,,,
2538,vaibhav diliprao,,,,
2539,manju,,,,
2540,rinku,,,,
2541,sanju devi,,,,
2542,naseeb,,,,
2543,arun bhati,,,,
2544,s kiruthika,,,,
2545,sandhya,,,,
2546,dhiraj chaudhary,,,,
2547,iyappan k,,,,
2548,aman,,,,
2549,s  ramya,,,,
2550,pp,,,,
2551,vipul chaudhary,,,,
2552,brijpal,,,,
2553,jayasoorya ns,,,,
2554,karambir thakur,,,,
2555,durgesh sahu,,,,
2556,r keerthana,,,,
2557,venkappa,,,,
2558,romio ranjan majhi,,,,
2559,jayanta biswas,,,,
2560,rupesh kumar,,,,
2561,n vigneshwarau,,,,
2562,manish,,,,
2563,shiya shet,,,,
2564,malti baburao gangurade,,,,
2565,ajay santoshingh,,,,
2566,kanan r,,,,
2567,rahul veeresh,,,,
2568,rutuja prakash rawal,,,,
2569,hitesh adwani,,,,
2570,durgesh kumar,,,,
2571,r shobana ,,,,
2572,ronak,,,,
2573,akash kumar,,,,
2574,mohit ,,,,
2575,dharshini b,,,,
2576,preeti kumari,,,,
2577,ajay m,,,,
2578,afzal,,,,
2579,deepak a,,,,
2580,ajoy debnath,,,,
2581,suresh,,,,
2582,harish kumar,,,,
2583,jagan,,,,
2584,subramanian a,,,,
2585,umesh tyagi,,,,
2586,chiral kasar,,,,
2587,rajji kaur,,,,
2588,ananta charan,,,,
2589,lakhan,,,,
2590,aashu tandon,,,,
2591,vinita  p,,,,
2592,abhishek choudhary,,,,
2593,ponerulappan p,,,,
2594,neelam ,,,,
2595,arun s,,,,
2596,n  praveena,,,,
2597,nidhi joshi,,,,
2598,kanchan jyoti,,,,
2599,naveen kumar,,,,
2600,renuka,,,,
2601,nilesh shere,,,,
2602,mahant rudra jitendra,,,,
2603,abhishek bhojne,,,,
2604,tanusree roy,,,,
2605,ajay yadav,,,,
2606,mandeep kumar,,,,
2607,sohef ali,,,,
2608,pratiksha jagdish tandel,,,,
2609,vikasdeep,,,,
2610,pooja d,,,,
2611,davinder singh,,,,
2612,sonu sharma,,,,
2613,ravinder,,,,
2614,akshay anil makwana,,,,
2615,akshat rawat,,,,
2616,pardeep ,,,,
2617,m  rithika sri,,,,
2618,m  thivakaran,,,,
2619,leena,,,,
2620,dipika das,,,,
2621,ranjith a,,,,
2622,sathish m,,,,
2623,manish kumar,,,,
2624,shivangi jankirao,,,,
2625,rakesh,,,,
2626,goli sirisha,,,,
2627,maino kunjam,,,,
2628,nagaraja d,,,,
2629,pankaj rana,,,,
2630,sweta upadhyay,,,,
2631,amit,,,,
2632,v arun,,,,
2633,marshal tudu,,,,
2634,karthik k,,,,
2635,ankit rathi,,,,
2636,md hayat,,,,
2637,parveen kumar pp,,,,
2638,sunder,,,,
2639,pratidnya dipak telgote,,,,
2640,palak saini,,,,
2641,rakesh,,,,
2642,mohit pahal,,,,
2643,arpita khuntia,,,,
2644,s  navya,,,,
2645,harvinder singh,,,,
2646,chetan choudhary,,,,
2647,pooja yadav,,,,
2648,ronak,,,,
2649,chaitanya,,,,
2650,sayali datta khilare,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2651,alankar patil,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2652,adineth gavali ,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2653,vijay,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2654,vaibhav dhade,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2655,gopineedi pavan,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2656,kulwinder kaur,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2657,sreelekshni l s,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2658,jaffar chapparband,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2659,vikas,Pro Kabaddi Season 8,Bengaluru Bulls,10.00 L,SOLD
2660,r elavarasi,,,,
2661,s pavithra,,,,
2662,sachin balsoya,,,,
2663,rajesh dhiman,,,,
2664,s  priyadharshni,,,,
2665,anshu,,,,
2666,priyanka,,,,
2667,rajiv,,,,
2668,shridhar bante,,,,
2669,t  gopika shree,,,,
2670,amit panwar,,,,
2671,viraj vishnu langde,,,,
2672,resma debbarma,,,,
2673,v arulraj,,,,
2674,rupinder kaur,,,,
2675,ankit singh,,,,
2676,bharti,,,,
2677,neeraja unni,,,,
2678,devendran e,,,,
2679,ajay patil,,,,
2680,sonu,,,,
2681,deepika,,,,
2682,nikita,,,,
2683,h rc haputhanthri,,,,
2684,saroj,,,,
2685,ujjwal,,,,
2686,rachana mhatre,,,,
2687,unkilli changal,,,,
2688,ajay a,,,,
2689,shaul kumar,,,,
2690,anita shinde,,,,
2691,kishan meena,,,,
2692,akash,,,,
2693,a arul,,,,
2694,vir singh yadav,,,,
2695,govind dahiya,,,,
2696,priyanshu singh,,,,
2697,g ramesh,,,,
2698,shreyas umbardand,,,,
2699,parveen kumar yadav,,,,
2700,savita sarjerao shinde,,,,
2701,neha p,,,,
2702,rohit banne,,,,
2703,joginder singh ,,,,
2704,s shamili,,,,
2705,shivani bisht,,,,
2706,sanket chavan,,,,
2707,sahil malik,,,,
2708,latha bagar,,,,
2709,bablee,,,,
2710,narender,,,,
2711,vikas,,,,
2712,ankit,,,,
2713,payal,,,,
2714,yogesh subhash sawant,,,,
2715,nitin,,,,
2716,s jeya lakshmi,,,,
2717,dhilipan d,,,,
2718,p karthick,,,,
2719,gaurav,,,,
2720,choppula pallavi,,,,
2721,suhas gowda,,,,
2722,akshata ashok,,,,
2723,surendhar k,,,,
2724,ratan goud coach,,,,
2725,md shafik raza,,,,
2726,nandani mahanand,,,,
2727,gunimini samarasimhareddy,,,,
2728,vipul mokal,,,,
2729,sudhakar krishant,,,,
2730,nahul,,,,
2731,abhinaya,,,,
2732,mahindra prasad,,,,
2733,naman chaudhary,,,,
2734,sachin,,,,
2735,u jhonu,,,,
2736,abhimanyu raghuvanshi,,,,
2737,anuj kumar,,,,
2738,anantha gopan,,,,
2739,ankur,,,,
2740,vinoth g,,,,
2741,j johith,,,,
2742,anirudh,,,,
2743,radhakrishnan v,,,,
2744,vaibhav kale,,,,
2745,renu,,,,
2746,kishore v,,,,
2747,a mohana,,,,
2748,p vamshi krishna,,,,
2749,v keethana,,,,
2750,anoop e v ,,,,
2751,ramdyal,,,,
2752,patrick nzau muvai,,,,
2753,pawandeep singh,,,,
2754,chetan sahu,,,,
2755,vanish,,,,
2756,viru yadav,,,,
2757,ajay,,,,
2758,vipul kadam,,,,
2759,muniyappan ,,,,
2760,sapna,,,,
2761,anushka patel,,,,
2762,amrit dev,,,,
2763,jayant,,,,
2764,varsha taliyan,,,,
2765,sathivel m,,,,
2766,vinay kumar,,,,
2767,satish kumar,,,,
2768,priyanka kumari,,,,
2769,ramavath ganesh,,,,
2770,rahul singh,,,,
2771,manish,,,,
2772,surender ,,,,
2773,seena ,,,,
2774,vivek bhoite,,,,
2775,anita,,,,
2776,vaishnavai pawar,,,,
2777,nitin gurjar,,,,
2778,vijay,,,,
2779,sode pravalika,,,,
2780,a  keerthana,,,,
2781,bhola singh,,,,
2782,r kirthika,,,,
2783,p yogesh kanna,,,,
2784,siva m,,,,
2785,vikas,,,,
2786,alfan s,,,,
2787,m devadharshini,,,,
2788,m menaka,,,,
2789,nagender,,,,
2790,praveen,,,,
2791,sachin poovaiah,,,,
2792,jyoti,,,,
2793,krishna singh,,,,
2794,vinay,,,,
2795,amar niwate,,,,
2796,sunil subhash lande,,,,
2797,anil,,,,
2798,devender,,,,
2799,vitthal sharanappa,,,,
2800,d sunil,,,,
2801,onkar jadhav,,,,
2802,mori atulsinh,,,,
2803,sahil qureshi,,,,
2804,jorawar singh,,,,
2805,a  benita,,,,
2806,singaraja k,,,,
2807,ravinder malik,,,,
2808,n sankar,,,,
2809,laxmidhar jena,,,,
2810,deepika k,,,,
2811,ankit,,,,
2812,manish,,,,
2813,navanith jadav,,,,
2814,vishal,,,,
2815,savita suresh ,,,,
2816,a  neela,,,,
2817,aman panwar,,,,
2818,anand kumar,,,,
2819,bharat paliwal,,,,
2820,anjali devendra kumar,,,,
2821,parveen kumar,,,,
2822,nawdeep,,,,
2823,satveer singh,,,,
2824,keerthana c,,,,
2825,menka yadav,,,,
2826,narayan oavhane,,,,
2827,kunal mehta,,,,
2828,s  sarulatha,,,,
2829,priya,,,,
2830,kajal,,,,
2831,saurabh,,,,
2832,samsudi,,,,
2833,dushyant,,,,
2834,rahul choudhary b,,,,
2835,sachin,,,,
2836,monika,,,,
2837,vikram singh gurjar,,,,
2838,punith kumar hc,,,,
2839,rakhi,,,,
2840,samesta rani,,,,
2841,m harish kumar,,,,
2842,antony raj,,,,
2843,parthipan u ,,,,
2844,badal,,,,
2845,kuldeep singh gurjar,,,,
2846,devank,,,,
2847,ashish,,,,
2848,haresh jalmi,,,,
2849,ravi bhati,,,,
2850,sagar kale,,,,
2851,n aswathi,,,,
2852,nirbhay kumar,,,,
2853,pankaj chovan,,,,
2854,n luxmi devi,,,,
2855,sathi nath,,,,
2856,sanjeev,,,,
2857,sahil,,,,
2858,gorav,,,,
2859,t bhuvaneshwari,,,,
2860,neeru dahiya,,,,
2861,sushanth,,,,
2862,ritu negi,,,,
2863,surendra raja,,,,
2864,udhayarasu v,,,,
2865,sourabh bajarang ingale,,,,
2866,kishan yadav,,,,
2867,sonia bijender,,,,
2868,velavan m,,,,
2869,moumita duley,,,,
2870,banothu santhosh,,,,
2871,chandran sekharan,,,,
2872,mahesh,,,,
2873,jyoti,,,,
2874,deepak,,,,
2875,bhuvaneshwar gaur,,,,
2876,himanshu choudhary,,,,
2877,anil,,,,
2878,pinniti nandini,,,,
2879,gurbhej singh,,,,
2880,rahul narwal,,,,
2881,pramod kumar,,,,
2882,navpreet singh,,,,
2883,nitin,,,,
2884,arpit chahal,,,,
2885,r rajeshwari,,,,
2886,anil,,,,
2887,sangram anilrao dakhole,,,,
2888,ajith chahar,,,,
2889,karthikeyan p,,,,
2890,thandabani,,,,
2891,vignesh r,,,,
2892,sakshi kumari,,,,
2893,ranjith kumar,,,,
2894,trupti kailas jadhav,,,,
2895,ketan kalwankar,,,,
2896,prince,,,,
2897,nitesh,,,,
2898,bhaskar gunaji bhise,,,,
2899,lokhande suvarna bhujang,,,,
2900,chanchal sharma,,,,
2901,rupam kumari,,,,
2902,ranjith a,,,,
2903,supriya bagani,,,,
2904,basavraj jamodar,,,,
2905,govind,,,,
2906,nitesh,,,,
2907,sandeep,,,,
2908,karam anusha,,,,
2909,manjeet,,,,
2910,shivani s,,,,
2911,basanti,,,,
2912,sumit,,,,
2913,player 4,,,,
2914,usman ali,,,,
2915,uday,,,,
2916,manisha,,,,
2917,aftab khan paltan,,,,
2918,sonu naseeb,,,,
2919,harish kumar,,,,
2920,vishal nain,,,,
2921,m vanitha,,,,
2922, k karthika,,,,
2923,d rajesh,,,,
2924,s jaya prasanna,,,,
2925,rohith gulia,,,,
2926,balaguru l,,,,
2927,anto,,,,
2928,r deepak,,,,
2929,jishnu,,,,
2930,mohanraman g,,,,
2931,tnp 7,,,,
2932,lenin i ,,,,
2933,santhapanaselvam,,,,
2934,neha phatak,,,,
2935,sanjay,,,,
2936,angrej narwal,,,,
2937,sanket more,,,,
2938,golagani raviraju,,,,
2939,munesh b,,,,
2940,sunanda das,,,,
2941,rohit binniwale,,,,
2942,aman,,,,
2943,vishal,,,,
2944,minku,,,,
2945,md monirul chowdhury,,,,
2946,mansi,,,,
2947,muskan shah,,,,
2948,r  dhivya,,,,
2949,g jeeva,,,,
2950,sapna pandey,,,,
2951,sachin b,,,,
2952,vikram dhaiya,,,,
2953,s nandhini,,,,
2954,filip sessy,,,,
2955,selvarani m ,,,,
2956,m rajalakshmi,,,,
2957,m madhumitha,,,,
2958,vipen kumar,,,,
2959,srinivasan m,,,,
2960,lalita,,,,
2961,anand,,,,
2962,s sanjai,,,,
2963,kathiravan,,,,
2964,vishal kaushal,,,,
2965,swapnil dilip shinde,,,,
2966,sayali jadhav,,,,
2967,durai murugan t,,,,
2968,rohit binniwale,,,,
2969,alisha,,,,
2970,vishkha,,,,
2971,uttam kumar,,,,
2972,pipasha das,,,,
2973,aashu,,,,
2974,balbir singh,,,,
2975,deepika ,,,,
2976,reshma,,,,
2977,pardeep,,,,
2978,pinkiroy ,,,,
2979,annapurna,,,,
2980,dileep,,,,
2981,jyoti,,,,
2982,priyanka rani,,,,
2983,kathija z,,,,
2984,abhishek dhabai,,,,
2985,sourav kumar,,,,
2986,yelladi rajashekar,,,,
2987,parveen kumar,,,,
2988,rahul sharma,,,,
2989,k p a daniyel,,,,
2990,manish chaudhary,,,,
2991,rohit,,,,
2992,chetan kumar choudhary,,,,
2993,saurav parthe,,,,
2994,naveen sharma,,,,
2995,dharmender singh,,,,
2996,elayaraja,,,,
2997,satywan,,,,
2998,vijender singh,,,,
2999,s  aruljothi,,,,
3000,m  shalini,,,,
3001,longjam sweety devi,,,,
3002,siya saini,,,,
3003,k kala,,,,
3004,deepak,,,,
3005,sachin suresh,,,,
3006,sg vijaya kumari,,,,
3007,aachal gupta,,,,
3008,nisha,,,,
3009,aneesh khatri,,,,
3010,mahadev,,,,
3011,anand,,,,
3012,anil,,,,
3013,monika,,,,
3014,rinku,,,,
3015,bharath shetty,,,,
3016,dinesh a ,,,,
3017,sandhya thapa,,,,
3018,rahul kumar,,,,
3019,ankit,,,,
3020,poovarasu m,,,,
3021,krishan nagar,,,,
3022,nilesh pawar,,,,
3023,halai sunita,,,,
3024,sreejith s,,,,
3025,aaryana choudhary,,,,
3026,shaik yadul,,,,
3027,e durga devi,,,,
3028,rahul das,,,,
3029,tanusree roy,,,,
3030,abinand subhash,,,,
3031,rahul sethpal,,,,
3032,manish,,,,
3033,md nur jamal hussain,,,,
3034,sapna lakho yamkar,,,,
3035,akhil p,,,,
3036,ranjit d,,,,
3037,rajdeep kumar,,,,
3038,vicky ,,,,
3039,parvinder kaur,,,,
3040,chetan,,,,
3041,jawwad zaidi,,,,
3042,shubha,,,,
3043,lakshay,,,,
3044,shital mehetre,,,,
3045,parveen choudhary,,,,
3046,varsha,,,,
3047,gugulothu anusha,,,,
3048,nikhil suryawanshi,,,,
3049,g  amirthakujalambal,,,,
3050,vikas barve,,,,
3051,manita ,,,,
3052,manish,,,,
3053,mrunali vilas tonape,,,,
3054,aarti,,,,
3055,manisha mal,,,,
3056,dixit chaudhari,,,,
3057,ravinder sihag,,,,
3058,pasupuleti krishnaveni,,,,
3059,nikita rajendra,,,,
3060,aman,,,,
3061,player 7,,,,
3062,naveen,,,,
3063,sorav,,,,
3064,smile tamang,,,,
3065,antim togadiya,,,,
3066,hruthik lp,,,,
3067,bablu,,,,
3068,sakshi m,,,,
3069,lakshay malik,,,,
3070,lalit,,,,
3071,paari,,,,
3072,g  s  manikandan,,,,
3073,amran singh,,,,
3074,vennila r ,,,,
3075,jithender,,,,
3076,kishan singh,,,,
3077,manveer choudhary,,,,
3078,abhishek danga,,,,
3079,akshay bharat,,,,
3080,ajinkya a botre,,,,
3081,kaninila,,,,
3082,yashant vishnoi,,,,
3083,jasvir singh,,,,
3084,yash anil jane,,,,
3085,nikita kumari,,,,
3086,alankar kaluram patil,,,,
3087,rajaprasad j,,,,
3088,sakshi dhiraj,,,,
3089,gandeepan r,,,,
3090,ajay kumar,,,,
3091,sahil,,,,
3092,bhuvaneshwaran,,,,
3093,divyang deshwal,,,,
3094,leelavathi p,,,,
3095,ankit surender,,,,
3096,siva kumar v,,,,
3097,rushali sawant,,,,
3098,shyam singh,,,,
3099,md rajib,,,,
3100,vinay kumar,,,,
3101,tapas pal,,,,
3102,parvesh attri,,,,
3103,rahul veeresh nagavat,,,,
3104,narender,,,,
3105,raj kumar,,,,
3106,parshant kumar,,,,
3107,r  mohana,,,,
3108,nitin,,,,
3109,sandeep kharb,,,,
3110,poonam,,,,
3111,kashak,,,,
3112,manisha,,,,
3113,j  r  enitha,,,,
3114,ravinder,,,,
3115,sakshi vinayak dhule,,,,
3116,bhusan raut,,,,
3117,ishika parmar,,,,
3118,vinod,,,,
3119,raj kumar yadav,,,,
3120,akash yadav,,,,
3121,ajay patil,,,,
3122,tanmay kumar,,,,
3123,smiecinski wiktor,,,,
3124,bhavna p p,,,,
3125,kashiling adake,,,,
3126,hemant chauhan,,,,
3127,kaviyarasum,,,,
3128,karthik r,,,,
3129,anil,,,,
3130,raman ,,,,
3131,v  maha,,,,
3132,aishwarya kale dhavan,,,,
3133,vikrant,,,,
3134,sac 7,,,,
3135,prakash k ,,,,
3136,akshay kumar,,,,
3137,binita bara,,,,
3138,sunil jaglan,,,,
3139,sourabh choudhary,,,,
3140,narendra kumar,,,,
3141,deepak,,,,
3142,jaideep,,,,
3143,yuvraj singh,,,,
3144,mohit,,,,
3145,kapil ,,,,
3146,n naredra reddy,,,,
3147,vijay,,,,
3148,k  jansirani,,,,
3149,ragavendar,,,,
3150,datchnamoorthy,,,,
3151,ashu,,,,
3152,prabhahar v,,,,
3153,ankit,,,,
3154,adinath gavali,,,,
3155,vikas,,,,
3156,vasave ranjana ,,,,
3157,kaminee shailesh mhabdee,,,,
3158,kamlesh,,,,
3159,drabero j,,,,
3160,prasad arjun kumar,,,,
3161,manish sharma,,,,
3162,kaki manisha,,,,
3163,aishwarya  k,,,,
3164,v hemalatha,,,,
3165,jaspreet saini,,,,
3166,gaurav yadav,,,,
3167,dilbag singh,,,,
3168,m vinthiya,,,,
3169,aashish,,,,
3170,anuj singh,,,,
3171,sumer singh,,,,
3172,harini a ,,,,
3173,m raj kumar,,,,
3174,mathan s,,,,
3175,ganesh derkar,,,,
3176,mofimondal,,,,
3177,p satish ,,,,
3178,v narasimman,,,,
3179,rakshith,,,,
3180,poonam j,,,,
3181,ankit kr,,,,
3182,shiv kumar,,,,
3183,chandra naik,,,,
3184,ravi tehlan,,,,
3185,jasvir singh ,,,,
3186,paresh mahatre,,,,
3187,pranali kanase,,,,
3188,korsa sammaiah,,,,
3189,govind,,,,
3190,player 101,,,,
3191,lipa sinha,,,,
3192,shyamkumar bhatt,,,,
3193,vijaya prabakar,,,,
3194,sameer bogade,,,,
3195,deepak choudhary,,,,
3196,s alagi,,,,
3197,suwanth,,,,
3198,sachin,,,,
3199,s vishalini,,,,
3200,n dharshini,,,,
3201,sudhanshu tyagi,,,,
3202,rinku,,,,
3203,abhishek rathi,,,,
3204,s keerthanasri,,,,
3205,paras,,,,
3206,akshay kumar,,,,
3207,mahendhiran s,,,,
3208,chandu sl,,,,
3209,kavita,,,,
3210,trupti landge,,,,
3211,divya gunvant darekar,,,,
3212,s ashwin ,,,,
3213,abhinandan chandel,,,,
3214,sunil ,,,,
3215,siddarth rana,,,,
3216,bunty,,,,
3217,sachin,,,,
3218,shahjad shekh,,,,
3219,sasi kumar,,,,
3220,ojha sarika surendra,,,,
3221,d sabitha,,,,
3222,raghuveer singh choudhary,,,,
3223,govind gurjar,,,,
3224,ajay pandit,,,,
3225,dhruv,,,,
3226,b  pavithra,,,,
3227,lal mohar yadav,,,,
3228,kuldeep bisht,,,,
3229,pooja,,,,
3230,muthusaravanan v,,,,
3231,thilagavathi  g,,,,
3232,mohit chowdhary,,,,
3233,payal dadarao shrinath,,,,
3234,takamitsu kono,,,,
3235,mahesh sonawank,,,,
3236,kiran,,,,
3237,mayank malik,,,,
3238,rohit,,,,
3239,neha chhoker,,,,
3240,vijay s ,,,,
3241,kanchan gurav,,,,
3242,kloskowski jakub,,,,
3243,sanjeev kumar,,,,
3244,karina p k,,,,
3245,yuvraj choudhary,,,,
3246,vinit nain,,,,
3247,kumari sheetal,,,,
3248,jitender,,,,
3249,vikash kumar t,,,,
3250,shivam kumar,,,,
3251,sakthivel,,,,
3252,felix li,,,,
3253,gangadhara,,,,
3254,pardeep singh,,,,
3255,aman kumar saw,,,,
3256,rajan singh manhas,,,,
3257,mayank yadav,,,,
3258,hwangi a h  n,,,,
3259,vanjana v ,,,,
3260,bijaya laxmi sahoo,,,,
3261,nandita s,,,,
3262,anand patil,,,,
3263,shama salunke,,,,
3264,varsha,,,,
3265,sonia katoch,,,,
3266,mohit,,,,
3267,zulekhan,,,,
3268,sudarshan b,,,,
3269,himanshu,,,,
3270,monika bana,,,,
3271,amit singh,,,,
3272,samrin burondkar,,,,
3273,ramveer,,,,
3274,e kalpana,,,,
3275,nishu a s,,,,
3276,jyoti pawar,,,,
3277,hari prasad g,,,,
3278,suresh sheshma,,,,
3279,sukhlal debnath,,,,
3280,t rajrajeshwari,,,,
3281,shaul kumar,,,,
3282,pardeep narwal,,,,
3283,abhishek,,,,
3284,aakib hashmi,,,,
3285,sompalli pavithra,,,,
3286,i suwetha,,,,
3287,m suman,,,,
3288,rajendra,,,,
3289,ishwar,,,,
3290,paspathi s,,,,
3291,player 121,,,,
3292,satyender singh,,,,
3293,thendral,,,,
3294,vinoth s,,,,
3295,nikita m,,,,
3296,r  sowbarnika,,,,
3297,sakti singh,,,,
3298,shradha salunke,,,,
3299,nithish s,,,,
3300,arpit,,,,
3301,neha shelke,,,,
3302,naseeb ,,,,
3303,shraddha sushil kadam,,,,
3304,siddesh patil,,,,
3305,s narmadha,,,,
3306,ajay vishnoi,,,,
3307,aishwarya suresh patil ,,,,
3308,samarin md mujawar,,,,
3309,meetu,,,,
3310,anil chauhan,,,,
3311,pasupuleti krishnaveni,,,,
3312,mohammad malak,,,,
3313,anjali s,,,,
3314,suraj kumar,,,,
3315,nitin,,,,
3316,vaibhav kamble,,,,
3317,akshay,,,,
3318,manoj,,,,
3319,lokesh ghosliya,,,,
3320,d dhanush kumar,,,,
3321,m nivetha,,,,
3322,manikandan,,,,
3323,satnam singh,,,,
3324,c  amritha,,,,
3325,kumaran,,,,
3326,cathrine ancy a,,,,
3327,monu,,,,
